Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,MACD_Signal,MACD_Histogram
2022-09-12,1525.800049,1545.900024,1521.150024,1536.199951,1479.534668,5494819,,,,
2022-09-13,1551.900024,1553.0,1541.300049,1544.949951,1487.961792,4947158,,,,
2022-09-14,1497.0,1498.949951,1472.0,1475.400024,1420.977417,14332197,,,,
2022-09-15,1475.0,1475.199951,1429.050049,1432.800049,1379.94873,12784100,,,,
2022-09-16,1425.0,1425.0,1368.349976,1377.050049,1326.255249,20464045,,,,
2022-09-19,1392.0,1406.0,1380.599976,1390.300049,1339.016357,6595241,,,,
2022-09-20,1407.949951,1413.550049,1385.099976,1388.550049,1337.331055,7219797,,,,
2022-09-21,1379.900024,1388.800049,1368.400024,1377.25,1326.447754,7917054,,,,
2022-09-22,1366.349976,1383.949951,1360.0,1367.949951,1317.490845,9168498,,,,
2022-09-23,1367.5,1394.800049,1362.0,1365.449951,1315.083008,10426200,,,,
2022-09-26,1360.0,1399.449951,1355.0,1380.25,1329.337036,9414587,,,,
2022-09-27,1393.449951,1406.5,1378.0,1393.550049,1342.146484,8561254,,,,
2022-09-28,1379.0,1405.849976,1377.0,1394.699951,1343.254028,7022098,,,,
2022-09-29,1404.900024,1409.849976,1393.0,1398.650024,1347.058472,6119965,,,,
2022-09-30,1388.949951,1419.300049,1376.0,1413.449951,1361.312378,8120130,36.442093299431036,,,
2022-10-03,1412.0,1412.0,1386.0,1393.75,1342.339233,4943169,31.66532602652474,,,
2022-10-04,1419.699951,1432.25,1414.0,1429.400024,1376.674194,6631341,45.569685181745484,,,
2022-10-06,1445.0,1459.800049,1444.099976,1455.150024,1401.474365,6180672,53.007427984243876,,,
2022-10-07,1446.349976,1457.849976,1440.150024,1451.199951,1397.670044,3994466,51.837242325097876,,,
2022-10-10,1426.349976,1465.0,1426.349976,1462.650024,1408.697754,5274677,54.9423348104093,,,
2022-10-11,1462.650024,1479.650024,1420.099976,1423.800049,1371.280762,12824774,44.466994457933986,,,
2022-10-12,1437.0,1441.099976,1413.550049,1428.699951,1375.999878,5481467,45.868807070560734,,,
2022-10-13,1431.0,1437.949951,1415.0,1419.900024,1367.524536,4821514,43.73364512915898,,,
2022-10-14,1485.0,1494.0,1467.25,1474.25,1419.869629,14990688,57.03587190915115,,,
2022-10-17,1476.900024,1495.0,1475.5,1489.949951,1434.990601,4286396,59.97923965016368,,,
2022-10-18,1510.0,1510.949951,1497.25,1503.699951,1448.233521,4692004,62.40820159490087,23.066253797203444,,
2022-10-19,1504.0,1504.949951,1481.300049,1485.449951,1430.656738,3553171,57.42634306974063,23.97486057484184,,
2022-10-20,1475.0,1504.0,1474.199951,1500.900024,1445.536865,4583939,60.3145814690876,25.645998653335027,,
2022-10-21,1500.300049,1506.0,1491.349976,1500.5,1445.151367,3594485,60.20070503616273,26.631122029324615,,
2022-10-24,1518.5,1521.800049,1511.0,1517.849976,1461.86145,982837,63.42608238783957,28.483497437529195,,
2022-10-25,1528.099976,1532.900024,1521.050049,1526.300049,1469.999878,3914341,64.91731121352744,30.284270347803158,,
2022-10-27,1530.800049,1534.900024,1512.5,1523.949951,1483.776733,6760137,64.13411227354608,31.162540219410175,,
2022-10-28,1526.0,1527.949951,1507.0,1513.25,1473.358765,3053981,60.55214511470188,30.641957386972535,,
2022-10-31,1530.25,1546.400024,1530.25,1537.650024,1497.115601,4542336,65.31018081381234,31.83133790985471,3.8622447591575195,27.96909315069719
2022-11-01,1553.050049,1575.0,1547.099976,1573.0,1531.533813,4542692,70.80439234609611,35.220379562713106,5.801029129612733,29.419350433100373
2022-11-02,1572.0,1572.75,1545.0,1553.300049,1512.353149,2938906,64.65843896955678,35.90273371737135,5.186706627416779,30.71602708995457
2022-11-03,1538.75,1543.900024,1521.650024,1530.75,1490.397583,3174027,58.408547249045164,34.22932940301689,2.810641850449855,31.418687552567036
2022-11-04,1520.449951,1520.449951,1501.150024,1514.0,1474.089111,4509682,54.21645886030989,31.1919974826194,-0.18135205595811144,31.37334953857751
2022-11-07,1521.400024,1527.900024,1491.099976,1507.449951,1467.71167,4898592,52.625835162436275,27.93434608649477,-2.7512027616661925,30.685548848160963
2022-11-09,1529.0,1529.0,1501.099976,1511.199951,1471.362793,3334755,53.46754740883647,25.36286027942856,-4.258150854985924,29.621011134414484
2022-11-10,1485.0,1512.0,1485.0,1501.949951,1462.356689,3435763,51.05775865306864,22.321236239369,-5.83981991603639,28.16105615540539
2022-11-11,1546.650024,1573.5,1546.650024,1570.099976,1528.710205,7214098,63.94944292246481,25.12029362975659,-2.432610020519043,27.55290365027563
2022-11-14,1575.150024,1591.400024,1568.449951,1585.300049,1543.509521,4908813,66.09459961761858,28.239557595106135,0.5493231558643998,27.690234439241735
2022-11-15,1577.849976,1597.849976,1572.75,1594.0,1551.980225,3497614,67.29417612255838,31.055620239239033,2.6923086399978367,28.363311599241197
2022-11-16,1597.150024,1609.0,1593.5,1602.800049,1560.548218,4497697,68.50788322696275,33.610025134337775,4.197370828077261,29.412654306260514
2022-11-17,1597.199951,1602.800049,1582.949951,1587.400024,1545.554199,3469515,64.02980189224824,33.99982725859627,3.6697383618686032,30.330088896727666
2022-11-18,1591.699951,1598.0,1575.5,1593.400024,1551.395996,3126064,64.98999397772961,34.39639784303131,3.2530471570429143,31.143350685988395
2022-11-21,1582.099976,1587.849976,1564.050049,1568.199951,1526.860229,3071764,57.988475842948496,32.30485731695558,0.9292053047737454,31.37565201218183
2022-11-22,1569.0,1588.0,1562.0,1585.050049,1543.266113,3399329,61.012959913498705,31.642206804310035,0.21324383370255973,31.428962970607476
2022-11-23,1588.900024,1592.0,1579.300049,1583.150024,1541.41626,3245067,60.48419052619111,30.610872279538626,-0.6544725528550828,31.26534483239371
2022-11-24,1589.0,1636.0,1584.75,1629.800049,1586.836426,5282215,67.8511309570611,33.17537432104791,1.528023590923361,31.64735073012455
2022-11-25,1631.400024,1644.0,1613.800049,1635.650024,1592.532227,4563255,68.6406633543837,35.27319729577971,2.900677252524126,32.372520043255584
2022-11-28,1628.0,1653.5,1620.0,1623.400024,1580.605225,3825766,65.0386718693587,35.53760905893682,2.5320712125449916,33.00553784639183
2022-11-29,1621.199951,1638.75,1615.050049,1629.050049,1586.106323,3131710,65.92679495823313,35.790496519427734,2.2279669384287217,33.56252958099901
2022-11-30,1619.949951,1645.75,1613.150024,1634.949951,1591.850708,11868134,66.87312964316943,36.05140626745447,1.9911013491643672,34.0603049182901
2022-12-01,1656.199951,1672.599976,1652.300049,1657.099976,1613.416748,5407928,70.21744920227768,37.611934061293596,2.8413033144027935,34.7706307468908
2022-12-02,1656.0,1661.800049,1633.949951,1637.900024,1594.7229,4283343,64.17002829407492,36.874323665454995,1.6829543348513525,35.19136933060364
2022-12-05,1638.0,1644.849976,1623.300049,1639.75,1596.52417,3824966,64.48739279069603,36.02378000301178,0.6659285379265043,35.357851465085275
2022-12-06,1625.0,1626.0,1607.550049,1612.900024,1570.38208,4822398,56.645200532680136,32.80499380590663,-2.042286127342919,34.84727993324955
2022-12-07,1608.0,1623.800049,1596.699951,1605.5,1563.177124,4898087,54.67186706500641,29.3189913801873,-4.422630842449806,33.741622222637105
2022-12-08,1605.5,1623.900024,1598.5,1620.150024,1577.440918,4206837,57.80573492981442,27.42233622180106,-5.055428800668835,32.477765022469896
2022-12-09,1628.0,1628.0,1561.099976,1569.300049,1527.931396,8880658,45.93465128761236,21.567439317404023,-8.7282605640527,30.295699881456724
2022-12-12,1550.0,1565.949951,1530.050049,1547.199951,1506.41394,8037679,41.90664220498769,14.971515813190763,-12.25934725461277,27.230863067803533
2022-12-13,1547.199951,1577.5,1541.150024,1572.150024,1530.706177,6135067,47.50348135370807,11.623473126833687,-12.48591195277588,24.109385079609567
2022-12-14,1582.0,1588.5,1573.0,1579.400024,1537.765015,4976020,49.039858508035266,9.44624910616244,-11.730508778757702,21.176757884920143
2022-12-15,1569.300049,1570.0,1535.25,1540.5,1499.890503,6443866,41.94639239711492,4.529661430637589,-13.317677163426044,17.847338594063633
2022-12-16,1525.0,1549.5,1512.050049,1522.199951,1482.072876,9630453,39.08236484779849,-0.8338189924163544,-14.94492606918399,14.111107076767636
2022-12-19,1507.949951,1516.900024,1495.050049,1507.349976,1467.61438,6222740,36.88171074097802,-6.211087198599216,-16.257755420293485,10.046668221694267
2022-12-20,1501.0,1516.0,1482.449951,1507.300049,1467.565796,7396259,36.87419299047833,-10.357247779527597,-16.32313280097749,5.965885021449894
2022-12-21,1515.0,1521.0,1502.349976,1509.550049,1469.756348,6236361,37.49255151584954,-13.308145695872781,-15.419224573858141,2.1110788779853595
2022-12-22,1521.5,1529.949951,1511.75,1522.050049,1481.92688,6302640,40.95308307421806,-14.471291975677559,-13.265896682930334,-1.2053952927472245
2022-12-23,1508.699951,1509.900024,1493.0,1497.099976,1457.634521,6283822,36.59783472269845,-17.20799312394979,-12.802078264962052,-4.405914858987738
2022-12-26,1500.5,1509.900024,1496.349976,1502.400024,1462.794922,4115459,38.10369173284868,-18.73323386263678,-11.461855202919233,-7.271378659717547
2022-12-27,1509.949951,1521.449951,1497.5,1514.849976,1474.916626,4860076,41.611832777781856,-18.721580334683267,-9.160161339972577,-9.56141899471069
2022-12-28,1505.099976,1524.949951,1498.5,1510.150024,1470.340576,5029860,40.67460305884765,-18.874023680763457,-7.4500837488422125,-11.423939931921245
2022-12-29,1504.0,1521.300049,1501.0,1517.550049,1477.545532,4624745,42.85691746142771,-18.188055377199134,-5.411292356222312,-12.776763020976823
2022-12-30,1528.0,1530.400024,1504.050049,1508.199951,1468.441895,5060544,40.813988061178094,-18.18922130030728,-4.329966623464365,-13.859254676842916
2023-01-02,1514.0,1526.5,1504.050049,1524.0,1483.825439,3801140,45.53842022047397,-16.72244743037436,-2.290554202825154,-14.431893227549205
2023-01-03,1519.849976,1532.650024,1515.099976,1522.550049,1482.413818,4551130,45.181989225649716,-15.498362028798738,-0.8531750409996253,-14.645186987799113
2023-01-04,1521.0,1521.0,1491.099976,1494.800049,1455.395264,7059590,38.905673464311604,-16.576376463133784,-1.5449515802677372,-15.031424882866046
2023-01-05,1505.900024,1505.900024,1469.25,1475.199951,1436.311768,9868404,35.18766925543894,-18.795610672790644,-3.0113486319396774,-15.784262040850967
2023-01-06,1470.0,1475.0,1446.5,1448.5,1410.315674,6443714,30.861086138368723,-22.450042561578357,-5.332624416581911,-17.117418144996446
2023-01-09,1448.199951,1489.349976,1448.199951,1484.449951,1445.317993,11498717,41.32266948860735,-22.189558148957985,-4.057712003169232,-18.131846145788753
2023-01-10,1482.0,1483.900024,1454.050049,1469.75,1431.005493,7158624,38.741293581248904,-22.90524812597687,-3.8187215841504916,-19.086526541826377
2023-01-11,1470.0,1494.0,1464.0,1471.25,1432.465942,6173092,39.15895045687354,-23.08528730311741,-3.199008609032827,-19.886278694084584
2023-01-12,1481.949951,1485.0,1455.0,1480.599976,1441.56958,6591385,41.82162051222122,-22.217396409958155,-1.8648941726988575,-20.352502237259298
2023-01-13,1483.5,1519.400024,1468.0,1503.650024,1464.011963,11610426,47.877683547826905,-19.445484941985114,0.7256138362193454,-20.17109877820446
2023-01-16,1510.0,1528.0,1502.300049,1525.5,1485.285889,6073063,52.88444491386492,-15.309140436399275,3.8895666734441505,-19.198707109843426
2023-01-17,1527.0,1542.199951,1524.0,1539.5,1498.91687,5922644,55.8132280422716,-10.777142428474235,6.737251745095353,-17.51439417356959
2023-01-18,1544.75,1551.849976,1539.599976,1545.400024,1504.661377,5843098,57.02561973080462,-6.632958115388192,8.705148846545118,-15.33810696193331
2023-01-19,1539.900024,1549.550049,1526.150024,1538.900024,1498.332642,6165284,55.22777378962326,-3.8290193160712533,9.207270116689646,-13.0362894327609
2023-01-20,1538.0,1545.0,1524.0,1525.550049,1485.334717,6496429,51.6276564906894,-2.6535208913519455,8.306214833127163,-10.959735724479108
2023-01-23,1535.0,1553.300049,1528.099976,1548.0,1507.192871,4855020,56.73521438714822,0.08857249429820513,8.838646575021851,-8.750074080723646
2023-01-24,1560.0,1568.800049,1549.75,1551.900024,1510.98999,5200802,57.57330681885612,2.5470399104708576,9.037691192955602,-6.4906512824847455
2023-01-25,1547.0,1556.0,1538.75,1543.0,1502.324585,4158617,54.956998340315614,3.734190075159404,8.17987308611532,-4.445683010955916
2023-01-27,1546.0,1550.949951,1507.400024,1519.150024,1479.103271,6209955,48.585314161602135,2.719176419856467,5.731887544649907,-3.01271112479344
