Date,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
2023-01-16,993.081626182555,,0.06,0
2023-01-17,995.8667286116017,,0.06,0
2023-01-18,998.4847248949056,,0.08,0
2023-01-19,1001.9259469033132,,0.1,0
2023-01-20,1006.1333522129819,,0.12000000000000001,0
2023-01-23,1011.097349947424,,0.14,0
2023-01-24,1016.849976,,0.14,0
2023-01-25,1022.17698272,,0.14,0
2023-01-27,1026.7582084992,,0.14,0
2023-01-30,1030.300049,,0.16,0
2023-01-31,,1072.150024,0.02,1
2023-02-01,,1072.150024,0.04,0
2023-02-02,,1069.46802208,0.06,0
2023-02-03,,1064.8799407552,0.06,0
2023-02-06,,1060.5671443098881,0.06,0
2023-02-07,,1056.5131156512948,0.06,0
2023-02-08,,1052.7023287122172,0.06,0
2023-02-09,,1049.1201889894842,0.06,0
2023-02-10,,1045.752977650115,0.06,0
2023-02-13,,1042.5877989911082,0.06,0
2023-02-14,,1039.6125310516418,0.06,0
2023-02-15,,1036.8157791885433,0.08,0
2023-02-16,,1033.1145158934598,0.08,0
2023-02-17,,1029.709353661983,0.1,0
2023-02-20,,1024.9384182957847,0.12000000000000001,0
2023-02-21,,1018.9398095402905,0.14,0
2023-02-22,,1011.9692395646499,0.16,0
2023-02-23,,1004.6141612343059,0.18,0
2023-02-24,,997.3126100521308,0.19999999999999998,0
2023-02-27,,990.5900904417047,0.2,0
2023-02-28,,984.4820699533637,0.2,0
2023-03-01,,978.385655962691,0.2,0
2023-03-02,,976.0,0.2,0
2023-03-03,,971.0,0.2,0
2023-03-06,951.0,,0.02,1
2023-03-08,,979.5,0.02,1
2023-03-09,,979.5,0.02,0
2023-03-10,,978.85,0.04,0
2023-03-13,,977.53999904,0.04,0
2023-03-14,,976.2823981184,0.04,0
2023-03-15,,975.075101233664,0.04,0
2023-03-16,,973.9160962243175,0.04,0
2023-03-17,,972.8034514153447,0.04,0
2023-03-20,,971.7353123987309,0.04,0
2023-03-21,,970.7098989427817,0.04,0
2023-03-22,946.099976,,0.02,1
2023-03-23,946.66597696,,0.04,0
2023-03-24,948.1173383616,,0.04,0
2023-03-27,949.510645307136,,0.06,0
2023-03-28,951.9970073087078,,0.06,0
2023-03-29,954.3341875901854,,0.08,0
2023-03-31,957.7074525829705,,0.08,0
2023-04-03,960.8108563763328,,0.08,0
2023-04-05,963.6659878662261,,0.1,0
2023-04-06,967.1993890796035,,0.12000000000000001,0
2023-04-10,972.8154623900512,,0.14,0
2023-04-11,978.994299335444,,0.16,0
2023-04-12,985.915211441773,,0.16,0
2023-04-13,991.7287776110893,,0.18,0
2023-04-17,,1023.849976,0.02,1
2023-04-18,,1023.849976,0.04,0
2023-04-19,,1022.42797648,0.04,0
2023-04-20,,1021.0628569408,0.06,0
2023-04-21,,1018.824085524352,0.06,0
2023-04-24,,1016.7196403928908,0.08,0
2023-04-25,,1012.1220691614595,0.08,0
2023-04-26,,1007.8923036285428,0.08,0
2023-04-27,,1004.0009193382593,0.08,0
2023-04-28,,1000.4208457911986,0.08,0
2023-05-02,,997.1271781279028,0.08,0
2023-05-03,,994.0970038776705,0.08,0
2023-05-04,,991.3092435674569,0.08,0
2023-05-05,,988.7445040820603,0.08,0
2023-05-08,,986.3849437554954,0.08,0
2023-05-09,,984.2141482550558,0.1,0
2023-05-10,,980.7427334295502,0.1,0
2023-05-11,,977.6184600865952,0.1,0
2023-05-12,,974.8066140779357,0.1,0
2023-05-15,,972.2759526701421,0.12000000000000001,0
2023-05-16,,969.3688369097251,0.14,0
2023-05-17,,964.9771997423636,0.16,0
2023-05-18,,962.549988,0.18,0
2023-05-19,,955.33199232,0.18,0
2023-05-22,,949.4132358624,0.18,0
2023-05-23,922.450012,,0.02,1
2023-05-24,922.849976,,0.02,0
2023-05-25,923.51697672,,0.02,0
2023-05-26,924.1706374256,,0.04,0
2023-05-29,926.271812408576,,0.04,0
2023-05-30,928.2889403922329,,0.04,0
2023-05-31,930.2253832565436,,0.06,0
2023-06-01,933.169859541151,,0.08,0
2023-06-02,937.7522717378589,,0.1,0
2023-06-05,944.3470457640731,,0.12000000000000001,0
2023-06-06,953.1494017123844,,0.12000000000000001,0
2023-06-07,960.8954749468983,,0.12000000000000001,0
2023-06-08,967.7120193932705,,0.12000000000000001,0
2023-06-09,973.710578506078,,0.12000000000000001,0
2023-06-12,978.9893105253486,,0.12000000000000001,0
2023-06-13,981.0,,0.12000000000000001,0
2023-06-14,,1017.700012,0.02,1
2023-06-15,,1017.0310117600001,0.02,0
2023-06-16,,1016.3753915248001,0.02,0
2023-06-19,,1015.7328836943041,0.02,0
2023-06-20,,1015.103226020418,0.02,0
2023-06-21,,1014.4861615000096,0.04,0
2023-06-22,,1013.2507140800093,0.04,0
2023-06-23,,1012.064684556809,0.06,0
2023-06-26,,1009.9788027634004,0.06,0
2023-06-27,,1008.0180738775964,0.06,0
2023-06-28,,1006.1749887249406,0.06,0
2023-06-30,977.299988,,0.02,1
2023-07-03,978.85398824,,0.02,0
2023-07-04,980.3769084752,,0.02,0
2023-07-05,981.8693703056961,,0.04,0
2023-07-06,984.9025935334682,,0.04,0
2023-07-07,987.8144878321295,,0.04,0
2023-07-10,990.6099063588443,,0.04,0
2023-07-11,993.2935081444906,,0.06,0
2023-07-12,998.1808976558211,,0.08,0
2023-07-13,1005.0264258433555,,0.08,0
2023-07-14,1011.324311775887,,0.08,0
2023-07-17,1017.1183668338161,,0.08,0
2023-07-18,1022.4488974871108,,0.08,0
2023-07-19,1027.3529856881419,,0.1,0
2023-07-20,1033.2176871193276,,0.12000000000000001,0
2023-07-21,1041.7715646650083,,0.12000000000000001,0
2023-07-24,1049.2989769052074,,0.14,0
2023-07-25,1057.4261167784784,,0.16,0
2023-07-26,1065.8379380939218,,0.18,0
2023-07-27,1074.579113557016,,0.19999999999999998,0
2023-07-28,1090.7332860456127,,0.19999999999999998,0
2023-07-31,1103.65662403649,,0.19999999999999998,0
2023-08-01,1113.995294429192,,0.19999999999999998,0
2023-08-02,1122.2662307433536,,0.19999999999999998,0
2023-08-03,,1169.699951,0.02,1
2023-08-04,,1169.699951,0.04,0
2023-08-07,,1169.699951,0.04,0
2023-08-08,,1167.75395492,0.04,0
2023-08-09,,1166.75,0.04,0
2023-08-10,,1164.92200196,0.04,0
2023-08-11,,1163.1671238416,0.04,0
2023-08-14,,1161.482440847936,0.06,0
2023-08-16,,1159.02349439706,0.06,0
2023-08-17,,1156.7120847332365,0.06,0
2023-08-18,,1154.5393596492422,0.06,0
2023-08-21,,1152.4969980702876,0.06,0
2023-08-22,,1150.5771781860703,0.06,0
2023-08-23,,1148.7725474949061,0.08,0
2023-08-24,,1147.0,0.08,0
2023-08-25,,1144.08799808,0.1,0
2023-08-28,,1139.704198272,0.1,0
2023-08-29,,1135.7587784448,0.1,0
2023-08-30,,1132.20790060032,0.1,0
2023-08-31,,1129.012110540288,0.1,0
2023-09-01,,1126.1358994862592,0.1,0
2023-09-04,,1123.5473095376333,0.1,0
2023-09-05,1100.25,,0.02,1
2023-09-06,1100.965,,0.04,0
2023-09-07,1102.8863999999999,,0.04,0
2023-09-08,1104.730944,,0.04,0
2023-09-11,1106.50170624,,0.04,0
