Date,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26
2022-09-12,,,,,3277.25
2022-09-13,,,,,3357.100098
2022-09-14,,,,,3311.899902
2022-09-15,,,,,3309.800049
2022-09-16,,,,,3300.5
2022-09-19,,,,,3325.0
2022-09-20,,,,,3323.300049
2022-09-21,,,,,3347.449951
2022-09-22,,,3653.1500244999997,,3575.699951
2022-09-23,,,3653.1500244999997,,3580.699951
2022-09-26,,,3698.0,,3590.399902
2022-09-27,,,3685.425049,,3833.25
2022-09-28,,,3685.425049,,3960.600098
2022-09-29,,,3664.300049,,3997.199951
2022-09-30,,,3628.050049,,3992.25
2022-10-03,,,3486.5,,4008.850098
2022-10-04,,,3424.0499265,,4022.550049
2022-10-06,,,3424.0499265,,4057.800049
2022-10-07,,,3387.4749755000003,,3956.600098
2022-10-10,,,3387.4749755000003,,4018.149902
2022-10-11,,,3387.4749755000003,,4019.800049
2022-10-12,,,3387.4749755000003,,4001.850098
2022-10-13,,,3317.0,,4034.0
2022-10-14,,,3285.125,,3903.300049
2022-10-17,,,3231.5,,3921.100098
2022-10-18,,,3237.050049,3497.5999755000003,3901.100098
2022-10-19,,,3237.050049,3497.5999755000003,3886.149902
2022-10-20,,,3250.550049,3497.5999755000003,3878.399902
2022-10-21,,,3259.050049,3497.5999755000003,3917.899902
2022-10-24,,,3259.050049,3497.5999755000003,3915.100098
2022-10-25,,,3259.050049,3497.5999755000003,3922.5
2022-10-27,,,3259.050049,3497.5999755000003,3930.399902
2022-10-28,,,3262.0250244999997,3486.5,4031.800049
2022-10-31,,,3307.0250244999997,3424.0499265,3999.300049
2022-11-01,,,3426.2249755000003,3424.0499265,4025.0
2022-11-02,,,3435.074951,3387.4749755000003,3996.800049
2022-11-03,,,3456.074951,3387.4749755000003,4016.699951
2022-11-04,,,3568.5999755000003,3480.0,4060.199951
2022-11-07,,,3653.8499755000003,3561.949951,4055.800049
2022-11-09,,,3672.5,3579.0999755000003,4043.75
2022-11-10,,,3672.824951,3579.0999755000003,3980.800049
2022-11-11,,,3687.5250244999997,3586.9749755000003,4075.300049
2022-11-14,,,3715.0,3607.050049,4165.299805
2022-11-15,,,3802.0,3607.050049,3901.949951
2022-11-16,,,3819.2249755000003,3616.050049,3868.550049
2022-11-17,,,3831.375,3616.050049,3642.199951
2022-11-18,,,3958.0,3616.050049,3716.75
2022-11-21,,,3979.7750244999997,3616.050049,3769.649902
2022-11-22,,,3979.7750244999997,3616.050049,3797.699951
2022-11-23,,,3979.7750244999997,3616.050049,3810.600098
2022-11-24,,,3958.5,3661.050049,3858.350098
2022-11-25,3367.3250122500003,,3958.5,3670.5,3841.199951
2022-11-28,3367.3250122500003,,3958.5,3670.5,3830.949951
2022-11-29,3374.0750122500003,,3941.425049,3691.5,3827.050049
2022-11-30,3378.3250122500003,,3941.425049,3691.699951,3829.800049
2022-12-01,3378.3250122500003,,3941.425049,3695.0,3824.25
2022-12-02,3378.3250122500003,,3941.425049,3696.5,3855.300049
2022-12-05,3378.3250122500003,,3935.9500735,3696.824951,3646.899902
2022-12-06,3374.26251225,,3933.5250244999997,3711.050049,3635.800049
2022-12-07,3365.5374755,,3933.9749755000003,3724.0,3647.199951
2022-12-08,3425.137451,,3933.9749755000003,3811.0,3721.149902
2022-12-09,3411.27496325,,3952.0250244999997,3819.2249755000003,3619.800049
2022-12-12,3421.77496325,,3952.0250244999997,3831.375,3639.350098
2022-12-13,3524.29998775,,3952.0250244999997,3953.0250244999997,3596.699951
2022-12-14,3607.89996325,,3952.0250244999997,3953.0250244999997,3463.550049
2022-12-15,3625.79998775,,3952.0250244999997,3953.0250244999997,3456.149902
2022-12-16,3625.96246325,,4001.5,3953.0250244999997,3436.350098
2022-12-19,3637.25,,4022.75,3957.0250244999997,3442.0
2022-12-20,3661.0250244999997,,4056.75,3991.0250244999997,3388.949951
2022-12-21,3704.5250244999997,,4036.625,4000.0250244999997,2761.449951
2022-12-22,3717.6375122500003,,4003.5250244999997,4000.0250244999997,2892.850098
2022-12-23,3723.7125244999997,,3903.4000244999997,3903.4000244999997,2973.899902
2022-12-26,3787.0250244999997,,3903.4000244999997,3903.4000244999997,2135.350098
2022-12-27,3797.91253675,,3903.4000244999997,3903.4000244999997,1565.25
2022-12-28,3797.91253675,,3903.4000244999997,3903.4000244999997,1586.800049
2022-12-29,3797.91253675,,3903.4000244999997,3903.4000244999997,1572.699951
2022-12-30,3809.7750244999997,,3903.4000244999997,3903.4000244999997,1802.949951
2023-01-02,3814.5,3603.0999755000003,3903.4000244999997,3903.4000244999997,2164.25
2023-01-03,3814.5,3603.0999755000003,3782.4000244999997,3903.4000244999997,1925.699951
2023-01-04,3816.4625244999997,3603.0999755000003,3757.4000244999997,3903.4000244999997,1846.949951
2023-01-05,3816.5625,3603.0999755000003,3759.0,3903.4000244999997,1717.650024
2023-01-06,3818.2125244999997,3603.0999755000003,3796.5250244999997,3903.4000244999997,1749.699951
2023-01-09,3818.9625244999997,3603.0999755000003,3821.5,3903.4000244999997,1779.099976
2023-01-10,3816.3875122500003,3603.0999755000003,3726.5,3872.5,1796.599976
2023-01-11,3822.28753675,3603.0999755000003,3726.5,3872.5,1722.699951
2023-01-12,3828.98748775,3603.0999755000003,3717.5,3872.5,1621.449951
2023-01-13,3872.48748775,3603.0999755000003,3717.5,3872.5,1571.099976
2023-01-16,3885.625,3603.0999755000003,3717.5,3872.5,1404.849976
2023-01-17,3891.70001225,3603.0999755000003,3717.5,3872.5,1382.650024
