Date,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
2022-09-12,,,,,
2022-09-13,,,,,
2022-09-14,,,,,
2022-09-15,,,,,
2022-09-16,,,,,
2022-09-19,,,,,
2022-09-20,,,,,
2022-09-21,,,,,
2022-09-22,,,,,
2022-09-23,,,,,
2022-09-26,,,,,
2022-09-27,,,,,
2022-09-28,,,,,
2022-09-29,,,,,
2022-09-30,,,,,
2022-10-03,,,,,
2022-10-04,,,,,
2022-10-06,,,,,
2022-10-07,,,,,
2022-10-10,3138.7322098509794,3525.54251715,3912.3528244490208,21.943306904817177,0.13897999629299537
2022-10-11,3114.6037261426377,3516.0500122500002,3917.496298357363,22.83507257909952,0.19846518746314532
2022-10-12,3078.9196931068827,3499.4425049000006,3919.9653166931184,24.03370315153297,0.1720836597139461
2022-10-13,3048.046444384976,3482.5199950999995,3916.993545815023,24.951675874156624,0.21359580728167696
2022-10-14,3023.5906350257214,3455.55999755,3887.5293600742784,25.001410065549187,0.21518813728812733
2022-10-17,3002.314218917302,3431.0800049,3859.845790882698,24.99305089769801,0.24522231712208456
2022-10-18,3004.4369148136966,3406.3625122500002,3808.288109686304,23.59852164829164,0.3481529118466453
2022-10-19,3024.7978529346447,3378.4975098000004,3732.1971666653562,20.93828134189118,0.3568736103714362
2022-10-20,3031.620979023703,3364.3475098000004,3697.0740405762976,19.779557837417148,0.4891090563426198
2022-10-21,3052.8414199873855,3344.12750245,3635.4135849126146,17.42075218419216,0.44468050073395415
2022-10-24,3077.0011725029162,3325.9025024499997,3574.803832397083,14.967445964740834,0.46765293810719466
2022-10-25,3093.182772059205,3311.6175049,3530.0522377407947,13.192026707045134,0.47455188386156794
2022-10-27,3112.9579723471143,3299.9125,3486.8670276528856,11.330877873451836,0.5670951923843736
2022-10-28,3139.7471086832056,3288.64000245,3437.532896216794,9.054982829125153,0.6163925479354538
2022-10-31,3155.671567156202,3282.47750245,3409.283437743798,7.726233322187382,0.7561885151490138
2022-11-01,3123.7720112488105,3288.475,3453.1779887511893,10.016982872072278,1.3719482056087642
2022-11-02,3112.231442938913,3309.6449951000004,3507.058547261088,11.929590784109013,1.186515573355424
2022-11-03,3098.2437865644124,3327.2799926499997,3556.316198735587,13.767173582718074,1.07440680197889
2022-11-04,3037.9979818277648,3354.6924926499996,3671.3870034722345,18.880687962673193,1.2555506821187399
2022-11-07,2979.1271268574114,3388.84249265,3798.557858442589,24.18025427155219,1.1977497710440301
2022-11-09,2944.538707840523,3426.3899902,3908.241272559477,28.12588664674164,1.092309268126174
2022-11-10,2927.1292965132543,3462.30499265,3997.4806887867453,30.91441668327027,0.9951131106807504
2022-11-11,2928.3297172177995,3501.56500245,4074.8002876822006,32.74166179014899,0.9424754621869742
2022-11-14,2939.092705387018,3541.0100098000003,4142.927314212982,33.99692758547039,0.9000051466119753
2022-11-15,2961.6992501778427,3583.4250122500002,4205.150774322157,34.700084971599914,0.8814986169858473
2022-11-16,3003.083702908345,3620.6250122499996,4238.166321591654,34.11241469372107,0.7720264059000158
2022-11-17,3036.870710977224,3657.3175048999997,4277.764298822775,33.9290637518626,0.7907843191667066
2022-11-18,3080.581117195503,3694.4450073499997,4308.308897504497,33.23172432845697,0.7650058480945304
2022-11-21,3119.3843018617513,3726.6825073500004,4333.980712838249,32.591893958795616,0.726550637037346
2022-11-22,3172.807248858519,3762.78751225,4352.767775641481,31.358680843431205,0.7298487801871067
2022-11-23,3237.968585397837,3792.46251225,4346.956439102163,29.241893627746983,0.5999447707021964
2022-11-24,3315.047659666706,3823.49251715,4331.937374633294,26.595833793459843,0.5959863979479889
2022-11-25,3397.651627685803,3852.2975220499998,4306.943416414197,23.60388270957105,0.5536709739986198
2022-11-28,3495.9970135684957,3880.4400147,4264.883015831505,19.814402473696077,0.5074261818828725
2022-11-29,3610.065816468589,3906.9875122500002,4203.909208031411,15.19952110675759,0.45186001788322355
2022-11-30,3669.019067427302,3924.0975097999994,4179.175952172697,13.000616918191625,0.48785156491009113
2022-12-01,3739.8732682001846,3940.8175171499997,4141.761766099815,10.198099662079155,0.43600857132163395
2022-12-02,3835.8318492148082,3957.42252205,4079.013194885192,6.1449426821478905,0.3563930882373874
2022-12-05,3853.8724895591986,3962.28001715,4070.687544740801,5.471977100133216,0.35296170912440933
2022-12-06,3853.2898470051396,3965.8400147,4078.390182394861,5.675981243705042,0.7930250378605684
2022-12-07,3853.274163553956,3965.9450196000007,4078.6158756460454,5.681917196996772,0.6480197744586594
2022-12-08,3852.503833822014,3967.5825196000005,4082.6612053779872,5.800947312853299,0.7494705253706625
2022-12-09,3852.648122724046,3966.98001715,4081.311911575954,5.764177985857038,0.6304099437856884
2022-12-12,3852.8971412909023,3966.68751225,4080.477883209098,5.737299477596267,0.7197569017855522
2022-12-13,3852.62866825403,3966.8075073500004,4080.986346445971,5.756711858813986,0.9089743966108323
2022-12-14,3851.3453422917114,3971.7675049000004,4092.1896675082894,6.063907943238029,0.8489081340174144
2022-12-15,3850.1614887679198,3973.0475098,4095.9335308320806,6.185982962900254,0.7876750732353127
2022-12-16,3850.016443759199,3971.0975098000004,4092.178575840802,6.098115986424095,0.5400662940840398
2022-12-19,3845.971074514732,3974.7700073499996,4103.568940185267,6.480824429946742,0.8902596063376448
2022-12-20,3829.758445771495,3981.3349976,4132.911549428505,7.614358094452102,1.1068379481548665
2022-12-21,3829.550851158245,3981.2674927,4132.984134241754,7.6215246435935295,0.23859973140069038
2022-12-22,3821.1365122247016,3978.63999025,4136.143468275299,7.917453120225726,0.15051584056982745
2022-12-23,3752.2167738177163,3965.6949829000005,4179.173191982284,10.766244504572226,-0.2576769387626606
2022-12-26,3719.706105586097,3957.2249878000002,4194.743870013904,12.004315293983367,-0.00622288543660834
2022-12-27,3702.6065143781866,3951.7874877999993,4200.968461221812,12.61105128709915,0.13452750164099156
2022-12-28,3687.968263614517,3945.77749025,4203.586716885483,13.067600860541603,0.21281567152876346
2022-12-29,3676.312523866344,3940.55249025,4204.792456633656,13.411315648628346,0.25410155770811915
2022-12-30,3670.7594068061267,3937.3449951499997,4203.930583493873,13.541388355465521,0.3518395205818418
2023-01-02,3663.0194076497187,3932.8849976000006,4202.750587550282,13.723543409734287,0.33012831199247783
2023-01-03,3653.5000669907863,3922.8424927,4192.184918409214,13.732003067185701,0.3294131690207454
2023-01-04,3644.2027190166673,3914.2299927,4184.2572663833325,13.797210393202791,0.3385719662484206
2023-01-05,3637.0650914938815,3904.4699951499997,4171.874898806118,13.697372702993212,0.36038037236963866
2023-01-06,3629.779099763611,3895.8424927,4161.905885636389,13.658837257149717,0.3654597088500698
2023-01-09,3627.1258734514154,3887.7724976,4148.419121748584,13.408532742565916,0.43770790489600103
2023-01-10,3598.991532365175,3867.10749515,4135.223457934825,13.866486159026476,0.08934262834860345
2023-01-11,3574.6267030979034,3846.10749515,4117.588287202097,14.11717131642514,0.11266606642719226
2023-01-12,3557.524283330143,3826.2799927,4095.035702069857,14.047885146021972,0.16683490721018845
2023-01-13,3550.636816492154,3813.2974853499995,4075.958154207845,13.776038710168311,0.3245881582676723
2023-01-16,3544.199511659318,3790.5224853500004,4036.8454590406827,12.99678208704455,0.1534581533503582
2023-01-17,3578.7855578645717,3764.225,3949.664442135428,9.852728895612147,0.1633000494339206
2023-01-18,3561.145282851521,3748.9625,3936.779717148479,10.01969036225243,0.09465231326575115
2023-01-19,3511.7634872818066,3728.7125,3945.6615127181935,11.636671516948192,-0.11111698015522589
2023-01-20,3474.2938666020837,3719.4099975500003,3964.526128497917,13.180377054929478,-0.037010955851654766
2023-01-23,3430.947216372978,3705.39000245,3979.832788527022,14.813166003878713,0.009843366087796686
2023-01-24,3393.55143618713,3689.00750735,3984.4635785128703,16.018187578865138,0.08198945383349839
2023-01-25,3350.344266208238,3668.57000735,3986.7957484917624,17.348762079185907,0.06065770269439666
