Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACDcolumn,MACD_Signal,MACD_Histogram
2022-09-12,767.0,771.400024,764.5,769.150024,765.633118,2654087,,,,
2022-09-13,774.0,788.900024,770.0,784.25,780.664063,8335652,,,,
2022-09-14,776.0,788.400024,775.75,783.349976,779.768127,6645392,,,,
2022-09-15,788.0,790.650024,782.0,785.099976,781.510132,5485310,,,,
2022-09-16,788.0,788.0,776.450012,779.650024,776.085083,20211162,,,,
2022-09-19,773.5,786.0,772.200012,782.75,779.170898,5760313,,,,
2022-09-20,786.700012,796.950012,785.0,792.150024,788.527954,7936714,,,,
2022-09-21,792.150024,797.0,779.0,780.200012,776.632568,9966193,,,,
2022-09-22,791.200012,794.799988,776.349976,784.099976,780.514709,7721133,,,,
2022-09-23,788.0,788.0,768.700012,771.349976,767.822998,9271829,,,,
2022-09-26,769.950012,771.150024,753.200012,755.049988,751.597534,13144297,,,,
2022-09-27,758.849976,765.0,757.200012,760.599976,757.122192,5965026,,,,
2022-09-28,755.5,771.0,755.0,761.450012,757.968323,5546932,,,,
2022-09-29,763.950012,769.0,759.299988,764.650024,761.153687,5413233,,,,
2022-09-30,765.950012,809.0,761.450012,799.900024,796.242493,7469164,65.63917860377285,,,
2022-10-03,803.400024,815.549988,798.049988,803.349976,799.676697,12619046,66.99817908823255,,,
2022-10-04,813.0,816.75,807.5,808.700012,805.002258,5772140,69.04294699560964,,,
2022-10-06,810.549988,815.849976,786.650024,788.599976,784.994141,6503205,55.20403993482288,,,
2022-10-07,792.0,796.799988,784.700012,793.099976,789.473572,6025982,57.26906455807898,,,
2022-10-10,784.950012,794.799988,779.700012,792.349976,788.72699,3519416,56.79910411519315,,,
2022-10-11,797.5,797.5,776.0,780.299988,776.732117,3699862,49.73704670836781,,,
2022-10-12,780.299988,781.349976,769.200012,775.549988,772.003845,5984299,47.24346731393511,,,
2022-10-13,775.0,779.0,767.650024,768.900024,765.384277,2842056,43.92338126669918,,,
2022-10-14,779.950012,779.950012,763.049988,765.950012,762.447754,3608210,42.49662055309279,,,
2022-10-17,761.0,771.0,759.849976,766.0,762.497498,4566333,42.53068631054037,,,
2022-10-18,769.849976,785.599976,768.650024,783.150024,779.569092,4391263,52.850764559668114,-1.3245468010535433,,
2022-10-19,787.950012,788.650024,779.5,783.400024,779.817993,5219180,52.98330823437216,-0.848469418993659,,
2022-10-20,782.0,794.0,778.299988,792.900024,789.274536,4756732,57.8341137739904,0.29202960591362626,,
2022-10-21,790.0,802.849976,789.75,797.450012,793.803711,4807736,59.96459332923532,1.5452170059874106,,
2022-10-24,800.0,807.5,800.0,802.099976,798.432434,522406,62.07361761372196,2.8803869746378723,,
2022-10-25,806.150024,806.349976,798.700012,802.299988,798.631531,3184277,62.165940934872275,3.909590762330936,,
2022-10-27,806.5,822.200012,804.200012,817.099976,813.363831,8159181,68.31268860604008,5.852019088730685,,
2022-10-28,819.0,824.400024,811.299988,816.849976,813.11499,3905093,68.1113878036676,7.287231947434407,,
2022-10-31,823.0,833.799988,820.0,832.0,828.19574,5487233,73.25476665204759,9.537190011120401,6.3004512137750535,3.2367387973453483
2022-11-01,828.0,841.450012,821.049988,835.549988,831.729492,10488759,74.30076578728388,11.474481667727673,6.590194296305859,4.884287371421814
2022-11-02,830.0,830.0,807.25,809.849976,806.146973,11729925,56.93924505765559,10.811396034953077,4.7416869308250105,6.069709104128067
2022-11-03,809.75,824.400024,804.200012,818.650024,814.906799,5897840,60.355235985839116,10.870675837936346,3.8407733870466227,7.029902450889724
2022-11-04,815.700012,821.799988,809.200012,816.400024,812.667053,3768226,59.06506312554596,10.613750602804544,2.8670785215318553,7.746672081272688
2022-11-07,817.0,824.049988,809.0,822.700012,818.938232,7171570,61.543857787743775,10.794064625389979,2.437914035293833,8.356150590096146
2022-11-09,824.200012,825.5,814.450012,819.049988,815.304932,3969171,59.3032511828957,10.521157006328622,1.7320051329859805,8.789151873342641
2022-11-10,819.799988,830.700012,817.549988,825.75,821.974304,4425290,62.03551688880997,10.721915162262462,1.5462106311358568,9.175704531126605
2022-11-11,830.75,836.900024,823.799988,826.900024,823.11908,4325441,62.50088883132522,10.848757054663452,1.3384420188294754,9.510315035833976
2022-11-14,818.0,830.799988,817.0,821.900024,818.141907,10406576,59.108390650354806,10.425641647802081,0.7322612895744847,9.693380358227596
2022-11-15,822.650024,838.75,822.650024,835.25,831.430847,6229710,64.62887812198562,11.040285592309033,1.0775241872651478,9.962761405043885
2022-11-16,837.5,844.049988,828.049988,841.200012,837.353638,3445345,66.78139542125001,11.870673849773766,1.526329955783904,10.344343893989862
2022-11-17,841.799988,849.400024,838.400024,846.150024,842.281067,4545534,68.49889521889085,12.78085735804666,1.949210771245438,10.831646586801222
2022-11-18,849.950012,851.849976,831.099976,837.299988,833.471497,7405949,62.29724043190074,12.642327521416519,1.448544747692237,11.193782773724282
2022-11-21,837.0,852.799988,835.0,851.200012,847.307922,5527122,67.30417101165767,13.49855446398351,1.8438173522073829,11.654737111776127
2022-11-22,853.400024,860.549988,845.099976,847.599976,843.724365,7601660,64.90024687929947,13.728375499168692,1.6589107099140517,12.06946478925464
2022-11-23,851.849976,851.849976,841.599976,843.25,839.394287,4596816,62.017809373229326,13.40497935865369,1.06841165551924,12.33656770313445
2022-11-24,846.0,851.0,837.75,848.349976,844.470947,3455310,64.03461577188746,13.405678708863888,0.8552888045835498,12.550389904280339
2022-11-25,852.0,860.0,841.599976,846.849976,842.977783,2991065,62.975451550877686,13.133797245822052,0.46672587323337034,12.667071372588682
2022-11-28,840.25,852.549988,836.049988,837.400024,833.571045,3668846,56.62138171490209,12.01726947568011,-0.51984151752686,12.53711099320697
2022-11-29,839.0,844.799988,835.0,835.849976,832.028076,2680296,55.629889925713684,10.881897513595504,-1.3241707836891727,12.206068297284677
2022-11-30,834.799988,852.0,832.599976,848.75,844.869141,6874390,61.648797798157624,10.897412591579382,-1.046924564564236,11.944337156143618
2022-12-01,853.0,853.200012,841.599976,848.599976,844.719788,4506664,61.544236856367434,10.773413514882122,-0.9367389130091972,11.71015242789132
2022-12-02,851.400024,851.950012,839.099976,848.650024,844.769592,3505272,61.567654998014504,10.557481730975383,-0.9221365575327507,11.479618288508133
2022-12-05,851.0,851.599976,840.849976,844.099976,840.240356,3311316,58.10342542085634,9.905024433259427,-1.259675084198964,11.164699517458391
