Date,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
2022-09-12,,,,,
2022-09-13,,,,,
2022-09-14,,,,,
2022-09-15,,,,,
2022-09-16,,,,,
2022-09-19,,,,,
2022-09-20,,,,,
2022-09-21,,,,,
2022-09-22,,,,,
2022-09-23,,,,,
2022-09-26,,,,,
2022-09-27,,,,,
2022-09-28,,,,,
2022-09-29,,,,,
2022-09-30,,,,,
2022-10-03,,,,,
2022-10-04,,,,,
2022-10-06,,,,,
2022-10-07,,,,,
2022-10-10,704.3786121629173,768.3024934,832.2263746370827,16.640289934293396,0.5668567242365872
2022-10-11,704.8439067032541,767.5299928000001,830.216078896746,16.334498113373517,0.6437320171193089
2022-10-12,704.6055135872014,767.687494,830.7694744127987,16.4342863224495,0.8250731645679199
2022-10-13,704.6691812941059,767.6349946,830.6008079058942,16.405144046020055,0.7728862186933995
2022-10-14,704.2884503259439,768.1599946,832.0315388740561,16.629750240329965,0.753164423747432
2022-10-17,703.0169887818996,769.4024964,835.7880040181004,17.2563795747259,0.8370278333745793
2022-10-18,701.9058661775446,770.3149964,838.7241266224555,17.761339333171385,0.8364680960735913
2022-10-19,700.278374686085,771.1699952,842.061615713915,18.385471674252443,0.9138710638479617
2022-10-20,698.857929663739,772.1349945999999,845.4120595362608,18.980376604798664,0.8665197387936002
2022-10-21,685.6188614377209,777.6949952,869.7711289622791,23.679240404163817,1.166323746372747
2022-10-24,676.4094761663252,784.7374970000001,893.0655178336749,27.608728077301194,1.0756244508126
2022-10-25,674.7959513862904,792.749997,910.7040426137096,29.758195158645854,0.9667070909995276
2022-10-27,675.2070163753724,801.6324982,928.0579800246276,31.542005122922443,0.9489503388148722
2022-10-28,683.5219335965795,810.962497,938.4030604034205,31.429459161147985,0.8612958407461356
2022-10-31,693.7960457970786,820.3124970000001,946.8289482029217,30.84591583466307,0.8386417425768783
2022-11-01,705.4783531471546,827.2399964,949.0016396528454,29.43804549652584,0.682775143349422
2022-11-02,721.5515493905457,834.2799957999999,947.0084422094542,27.02412786521574,0.6298252266055591
2022-11-03,735.1559038474644,840.3424957999999,945.5290877525355,25.034219375612714,0.6126925578627826
2022-11-04,747.8224024332866,845.9924957999999,944.1625891667132,23.208265759823384,0.6125978362749325
2022-11-07,762.3302136644974,851.8549958,941.3797779355026,21.018784318199007,0.6178166296348597
2022-11-09,773.684380147436,856.6974975999999,939.7106150525639,19.379796879323575,0.6024086007233485
2022-11-10,782.9319480050226,859.6049988000001,936.2780495949776,17.839135626715127,0.3962804620718057
2022-11-11,788.5017684070099,861.7049988000001,934.9082291929903,16.99032278910582,0.42483264235116386
2022-11-14,796.0030731963225,864.1549988,932.3069244036776,15.77307906528714,0.4034876954431191
2022-11-15,805.3653372966688,867.0625,928.7596627033312,14.231306901943327,0.43182445001197955
2022-11-16,812.0567872485801,869.125,926.1932127514199,13.1323371785232,0.37974937939809156
2022-11-17,819.1973413578289,871.2175018,923.2376622421712,11.9419456874302,0.37488033784064273
2022-11-18,823.8576299213645,872.6850036,921.5123772786354,11.190148444676556,0.3619115612406946
2022-11-21,830.9944266510771,874.8950042,918.7955817489229,10.03562195193134,0.4448183091144902
2022-11-22,831.0378862979029,873.3775023999999,915.7171185020969,9.695604932746665,0.4607044807400235
2022-11-23,832.6442066877319,871.6400024000001,910.6357981122683,8.947683815542195,0.5392351219420977
2022-11-24,833.9626350181909,870.425003,906.887370981809,8.378060799296469,0.6114160358983481
2022-11-25,837.7187245927636,869.0550018,900.3912790072364,7.211575134446556,0.7982964133927622
2022-11-28,839.2967248380403,868.487503,897.6782811619596,6.72221029344153,0.8976000377792215
2022-11-29,841.6490769985779,867.8150023999999,893.9809278014219,6.03030031263769,0.9726564266413419
2022-11-30,839.3494592554144,869.2900023999998,899.2305455445852,6.888505116111613,1.033724412507527
2022-12-01,837.9510809592821,871.3050018,904.658922640718,7.656083867718693,0.9878732901510873
2022-12-02,837.1086316762655,873.3600036,909.6113755237345,8.301587380760722,0.938466445723485
2022-12-05,837.0666570514554,874.9150053999999,912.7633537485444,8.651891467158167,0.8208198991454008
2022-12-06,836.518627940698,876.500006,916.481384059302,9.122961274526668,0.8520391162886736
2022-12-07,835.2894629769595,878.5475066000001,921.8055502230408,9.847627657712057,0.9172925354022544
2022-12-08,835.6195482625797,883.3300047999999,931.0404613374201,10.802408223011202,1.087082741034584
2022-12-09,837.4611893197323,887.4800048,937.4988202802676,11.272099700215731,0.9620262071003436
2022-12-12,840.0689479264215,891.8625059999998,943.6560640735781,11.614695701442196,0.9516731398674475
2022-12-13,841.8982945252461,896.1600036,950.4217126747538,12.109826115152876,0.946355019275807
2022-12-14,846.0674119861429,900.5100036,954.9525952138571,12.091501792586433,0.8847173615201109
2022-12-15,851.3529852317196,904.5075042000001,957.6620231682806,11.753251072315539,0.8164596393025005
2022-12-16,857.8602489048058,908.3025023999999,958.744755895194,11.106928223121917,0.7656252619894671
2022-12-19,862.3001054740914,912.1100036,961.9199017259086,10.921905894971943,0.8422011455818265
2022-12-20,867.6486429792711,916.0950042000001,964.541365420729,10.576711148651176,0.8473428648919854
2022-12-21,873.9896324077575,918.9750029999999,963.9603735922423,9.790336069074202,0.6481035370451961
2022-12-22,880.0359395644765,921.0250030000001,962.0140664355237,8.900749339488577,0.4820072127005254
2022-12-23,883.2800203463112,921.9675018,960.6549832536889,8.392374216695814,0.3013889089886107
2022-12-26,887.6391605971544,923.8175018,959.9958430028455,7.8323567441306,0.5674783591185774
2022-12-27,892.4582433019654,925.8000030000001,959.1417626980348,7.202799652191123,0.5959758731687037
2022-12-28,895.573851149401,926.9725036,958.371156050599,6.774451740188381,0.4638122750080535
2022-12-29,898.8257949198828,928.5075042000001,958.1892134801174,6.393423670967736,0.6017880025536054
2022-12-30,902.2029279049798,929.9375030000001,957.6720780950204,5.964825594311001,0.5687318444024841
2023-01-02,907.7784346831538,932.0575011999999,956.336567716846,5.209778685453943,0.6965165092607444
2023-01-03,910.6722115380347,934.9399994000001,959.2077872619656,5.191303800787072,1.0637099836957282
2023-01-04,912.7980991401861,937.0799987999999,961.3618984598137,5.182460342960807,0.9194485086706831
2023-01-05,912.717528363266,937.5899994000001,962.4624704367343,5.305617818588299,0.7404262242849966
2023-01-06,913.0746851717593,937.9,962.7253148282407,5.29380847174341,0.5402819463486697
2023-01-09,912.4647234843164,938.9049988,965.3452741156837,5.632151357054551,0.8752797760813874
2023-01-10,912.317380915285,939.2825012,966.247621484715,5.741642210999385,0.7385956870233942
2023-01-11,912.3269802722862,939.65,966.9730197277138,5.815573825938129,0.6848258373461474
2023-01-12,912.1449760219463,939.5199982,966.8950203780538,5.827448533400205,0.42748845691926496
2023-01-13,912.0636914231507,939.4725006000001,966.8813097768495,5.83493591549399,0.40290573067844837
2023-01-16,908.3269091890048,937.8200012000001,967.3130932109954,6.28971273234885,0.08176685593353708
2023-01-17,906.0170336269888,936.2175018,966.4179699730113,6.451592309468027,0.19342379571869947
2023-01-18,905.1730481601181,935.8025024000001,966.4319566398821,6.546136425437702,0.3073341054730204
2023-01-19,906.3503652412202,936.2600036,966.1696419587798,6.389173572250167,0.3736194749445911
2023-01-20,910.635352082974,937.4575042,964.279656317026,5.722318504435096,0.37123486270113054
2023-01-23,911.0406701157427,937.6575042000001,964.2743382842574,5.6773041254475,0.40687299277767636
2023-01-24,907.4294800989923,936.5575042,965.6855283010078,6.220231853438344,0.04755784140043851
2023-01-25,900.2886297663939,934.9400024,969.5913750336061,7.4125339689511,-0.11455035057824457
2023-01-27,888.1671309644133,931.900003,975.6328750355866,9.385743512136601,-0.16483174204385337
2023-01-30,877.8661696821633,928.8050018,979.7438339178367,10.968681697260145,-0.05905311755328543
2023-01-31,869.0244070987252,925.3050018,981.5855965012748,12.164766123989804,0.022881500408314256
2023-02-01,859.1450217974241,920.0525023999999,980.9599830025757,13.240001074655149,-0.015556560365623938
