Date,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0
2022-09-12,,,,,
2022-09-13,,,,,
2022-09-14,,,,,
2022-09-15,,,,,
2022-09-16,,,,,
2022-09-19,,,,,
2022-09-20,,,,,
2022-09-21,,,,,
2022-09-22,,,,,
2022-09-23,,,,,
2022-09-26,,,,,
2022-09-27,,,,,
2022-09-28,,,,,
2022-09-29,,,,,
2022-09-30,,,,,
2022-10-03,,,,,
2022-10-04,,,,,
2022-10-06,,,,,
2022-10-07,,,,,
2022-10-10,386.0112647700921,404.2699967,422.52872862990785,9.032939411260479,0.6925103924792514
2022-10-11,387.03712307350986,403.38999640000003,419.7428697264902,8.107723777202803,0.530881349712526
2022-10-12,388.682709789779,402.6549973,416.627284810221,6.940079027411593,0.6894827420394339
2022-10-13,384.8226220321197,400.7949982,416.76737436788034,7.970347055034844,-0.17914103612296514
2022-10-14,381.2828470128624,398.9074982,416.5321493871376,8.836460215295897,-0.11299114435152931
2022-10-17,377.19779108914895,397.5799988,417.96220651085105,10.253135355083183,-0.051461184158969366
2022-10-18,374.69165904589556,396.4474976,418.2033361541045,10.975394565892932,0.10591016619846663
2022-10-19,372.312191071098,395.10499730000004,417.89780352890205,11.537594505085753,0.12586859360972952
2022-10-20,370.76617658868463,394.1424973,417.5188180113154,11.861862585968536,0.22958752884750663
2022-10-21,369.53851650484546,393.3724961,417.2064756951545,12.117766153684336,0.27296053189958625
2022-10-24,368.7657627236266,392.88999640000003,417.01423007637345,12.28040107786945,0.33025399874108646
2022-10-25,368.0145189214017,392.38249669999993,416.75047447859816,12.42052231357762,0.3413388511296329
2022-10-27,367.0385315018438,391.5949967,416.15146189815624,12.54176657265561,0.31786868289431874
2022-10-28,366.2293196843842,390.85499730000004,415.48067491561585,12.600927600121956,0.34558806018037247
2022-10-31,365.8649083521663,390.5424973,415.22008624783365,12.637594688640135,0.4191065766505832
2022-11-01,365.8148571668218,390.449997,415.0851368331782,12.618844934030406,0.5395775508725502
2022-11-02,365.8042806484764,390.4224976,415.0407145515236,12.61106473261986,0.5716443925842832
2022-11-03,365.941171154955,389.5724976,413.20382404504505,12.1319274798032,0.47730771477229333
2022-11-04,366.9106520584552,388.5924973,410.2743425415448,11.15916822491097,0.5451412386305854
2022-11-07,367.940061570914,387.762497,407.584932429086,10.22400855288798,0.5942745661442757
2022-11-09,370.01128716603307,386.7449982,403.4787092339669,8.653614713493107,0.6256449866818087
2022-11-10,371.2661343877803,385.9699982,400.67386201221973,7.6191744854741446,0.5996335329753594
2022-11-11,373.0434484770564,385.5574982,398.0715479229436,6.49140518929925,1.0650654309799796
2022-11-14,373.415253850807,386.42999729999997,399.44474074919293,6.7358867272869265,0.8887894809262472
2022-11-15,374.31694261166405,387.4224976,400.5280525883359,6.765510557348665,0.8711211165287378
2022-11-16,375.9516739303565,388.5799973,401.2083206696435,6.499728991399378,0.882869618434271
2022-11-17,377.1011580438439,389.45249789999997,401.80383775615604,6.342924964023488,0.7954133796408678
2022-11-18,378.9321778651962,390.24249879999996,401.55281973480373,5.7965603283000355,0.659478551528062
2022-11-21,379.98712458384205,390.59999849999997,401.2128724161579,5.434139250852007,0.40813023336538806
2022-11-22,380.9160020382257,390.91249849999997,400.9089949617742,5.114441978771501,0.39433745572371065
2022-11-23,381.47227008406384,391.1149979,400.75772571593615,4.930891358148123,0.37736883456922565
2022-11-24,382.1536811733575,391.7949982,401.43631522664253,4.921613124688698,0.8347572630462432
2022-11-25,382.98463096454776,392.8024979,402.6203648354522,4.998882129284051,1.0091477693540103
2022-11-28,383.6203375433784,393.9224976,404.22465765662156,5.2305517554281336,1.0691765773170219
2022-11-29,384.03512968392107,394.8524979,405.66986611607894,5.479194521301233,0.9759704899706472
2022-11-30,383.6301788491737,395.57749789999997,407.5248169508262,6.040444218516431,0.9738509138255994
2022-12-01,382.28238018152,396.5649979,410.84761561847995,7.203166085818574,1.099855518005968
2022-12-02,382.4165412152006,397.7599976,413.10345398479944,7.7149318570890015,0.977076221707895
2022-12-05,382.637470402253,398.84999849999997,415.06252659774697,8.129636785116848,0.9163449222294977
2022-12-06,383.12869068071586,399.8424988,416.5563069192841,8.360195911862947,0.844251505039203
2022-12-07,384.1929414305087,400.6099976,417.02705376949126,8.196029189407966,0.6732950883902689
2022-12-08,385.79962458551586,401.34999849999997,416.9003724144841,7.749033996562535,0.5755613181047424
2022-12-09,385.2053271855974,401.0674973,416.9296674144026,7.909975363841383,0.27879731306032834
2022-12-12,385.1837019436459,401.0574982,416.9312944563541,7.91597031727264,0.35172128569699806
2022-12-13,385.24111094414866,401.0874985,416.9338860558513,7.901711030692383,0.39469213446166157
2022-12-14,385.3762129819226,401.1774979,416.9787828180774,7.877453247398294,0.46432220842021255
2022-12-15,385.1977313521906,401.09999849999997,417.00226564780934,7.929327951772291,0.314492284491249
2022-12-16,384.5253306747176,400.89499820000003,417.26466572528244,8.166561118887218,0.15958385584841747
2022-12-19,384.60434976167323,400.9149979,417.2256460383268,8.136711384588873,0.1362802446789465
2022-12-20,384.63402151115463,400.9224991,417.21097668884534,8.125499379760479,0.1324860001588195
2022-12-21,384.780702841129,400.9599991,417.139295358871,8.07027947684918,0.14584370924920237
2022-12-22,383.47867310017523,400.4849991,417.49132509982473,8.492865419699937,0.15498135516980832
2022-12-23,379.57793047617133,399.22749940000006,418.8770683238288,9.843795306365472,-0.0490579840108696
2022-12-26,376.9539464004795,397.9699997,418.98605299952055,10.561626914271415,0.08436535511644852
2022-12-27,375.7404261414049,397.0425003,418.34457445859505,10.73037477977774,0.2548948937494293
2022-12-28,374.9266627887669,396.0875,417.24833721123304,10.684930582880327,0.30417806920227536
2022-12-29,375.28874838556646,394.9399994,414.5912504144335,9.951512150852306,0.39339102643077295
2022-12-30,376.0048012683361,393.95749969999997,411.91019813166383,9.114028008267342,0.46636996648174467
2023-01-02,377.1469211226705,392.99249879999996,408.8380764773294,8.064061133845469,0.5018140455706538
2023-01-03,378.6785841057924,392.2774979,405.8764116942076,6.933313211697015,0.6754732095600458
2023-01-04,379.4401053219022,391.4474991,403.45489287809784,6.134868050353995,0.4272328728325909
2023-01-05,379.8619760931748,390.6074982,401.3530203068252,5.501953831579163,0.32748608382438993
2023-01-06,378.75947164080253,390.00499879999995,401.2505259591974,5.766863088318663,0.1440807671051297
2023-01-09,378.8757811350929,389.77749789999996,400.679214664907,5.593815355500062,0.5927601653764516
2023-01-10,379.14748851509404,389.54249730000004,399.93750608490603,5.33703452483668,0.6687103288018851
2023-01-11,379.7825635997889,389.2324982,398.68243280021113,4.8556760516720505,0.7443142728150117
2023-01-12,379.83141866416844,389.1974976,398.5635765358316,4.813021149204625,0.7830694913169227
2023-01-13,379.81787819005723,389.4049973,398.99211640994275,4.923983603917023,0.7344289587128556
2023-01-16,379.49571548983295,389.8824982,400.269280910167,5.328160539711572,0.9196442750009077
2023-01-17,379.5040337640316,390.2524979,401.00096203596837,5.508466540922757,0.7836455526513542
2023-01-18,378.810382121807,390.9374985,403.064614878193,6.204120313208083,1.0055824120749126
2023-01-19,378.44024169096923,391.6699982,404.8997547090308,6.755562881931649,0.9433186579054935
2023-01-20,380.47223128771293,392.9449982,405.41776511228704,6.348352552862223,0.9090910970983894
2023-01-23,381.73682487764285,394.2699982,406.8031715223571,6.35766017174833,1.007852300154973
2023-01-24,382.1657814768133,395.26999820000003,408.37421492318674,6.6305142221070845,0.9323038926833591
2023-01-25,383.0517895860476,395.95749820000003,408.86320681395244,6.518734294777102,0.7166672891542697
2023-01-27,383.6151567376376,396.3224976,409.0298384623624,6.412626555047426,0.5679721437675675
2023-01-30,383.9503764862148,396.7974976,409.6446187137852,6.4754043014333735,0.712207168894414
2023-01-31,384.33030792643495,397.08749850000004,409.8446890735651,6.425380109802214,0.5690789829404981
2023-02-01,384.3895089917344,397.3549988,410.3204886082656,6.525897420402908,0.6945547478192375
