Date,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2,PSAR
2023-03-29,,365.6157358686162,0.2,0,365.5339799493099
2023-03-31,355.0,,0.02,1,356.200012
2023-04-03,355.0,,0.04,0,356.38101176000004
2023-04-05,355.53599976,,0.06,0,356.84377176960004
2023-04-06,356.5178394144,,0.06,0,357.618145463424
2023-04-10,357.440768689536,,0.08,0,358.5886938263501
2023-04-11,358.7975067143731,,0.1,0,360.0598232437151
2023-04-12,360.4027566429358,,0.1,0,361.64864301446926
2023-04-13,361.8474815786422,,0.1,0,363.27983131244355
2023-04-17,,374.850006,0.02,1,373.299988
2023-04-18,,374.39300588000003,0.02,0,373.06098836
2023-04-19,,373.94514576240005,0.02,0,372.5925490656
2023-04-20,,373.50624284715207,0.02,0,371.884995401664
2023-04-21,,373.076117990209,0.02,0,370.9981948095309
2023-04-24,352.0,,0.02,1,360.799988
2023-04-25,352.53200012,,0.04,0,361.14298848
2023-04-26,353.5867198752,,0.04,0,361.8152694208
2023-04-27,354.599250840192,,0.04,0,362.783353975552
2023-04-28,355.5712805665843,,0.06,0,363.99668661750786
2023-05-02,357.5170037325892,,0.08,0,366.09701795575705
2023-05-03,360.2876429539821,,0.08,0,368.7673765210662
2023-05-04,362.8366310376635,,0.08,0,371.50894464811694
2023-05-05,365.1817000746504,,0.08,0,374.2035144644182
2023-05-08,367.3391635886784,,0.08,0,376.74988294082294
2023-05-09,369.3240300215841,,0.08,0,379.0699075526584
2023-05-10,371.15010713985737,,0.08,0,380.9259272421267
2023-05-11,372.83009808866876,,0.08,0,382.4107429937014
2023-05-12,374.37568976157525,,0.08,0,388.350006
2023-05-15,375.79763410064925,,0.08,0,387.94200552
2023-05-16,377.1058228925973,,0.08,0,387.472804968
2023-05-17,378.3093565811895,,0.08,0,386.96606837184
2023-05-18,379.41660757469435,,0.08,0,386.3128171197824
2023-05-19,380.4352784887188,,0.08,0,382.299988
2023-05-22,381.37245572962127,,0.1,0,382.61198992
2023-05-23,382.89521075665914,,0.12000000000000001,0,383.92579092799997
2023-05-24,385.19978618586003,,0.12000000000000001,0,385.57269529663995
2023-05-25,387.2278125635568,,0.12000000000000001,0,387.55051963511033
2023-05-26,389.01247577593,,0.14,0,389.4944384134927
2023-05-29,390.9077274872998,,0.16,0,391.69144165906397
2023-05-30,393.32249108933183,,0.16,0,393.69315572725117
2023-05-31,395.35089251503877,,0.16,0,395.4545245818009
2023-06-01,397.05474971263254,,0.18,0,397.0936184654407
2023-06-02,399.0248947643587,,0.19999999999999998,0,399.1048935723526
2023-06-05,401.17991341148695,,0.19999999999999998,0,400.7139136578821
2023-06-06,,409.799988,0.02,1,407.149994
2023-06-07,,409.75,0.02,0,407.00599436
2023-06-08,,409.46599976,0.02,0,406.7237550656
2023-06-09,,409.1876795248,0.02,0,406.29332904166404
2023-06-12,,408.914925694304,0.04,0,405.5738617583309
2023-06-13,,408.3423289065318,0.06,0,404.5764761824978
2023-06-14,,407.5117891721399,0.08,0,403.49329760059805
2023-06-15,,406.3268469983687,0.1,0,402.38123425651435
2023-06-16,,404.5191622985318,0.12000000000000001,0,400.23223869547206
2023-06-19,,401.47486210270796,0.14,0,396.8244335702871
2023-06-20,,398.06238224832884,0.14,0,393.48954565622967
2023-06-21,,395.1276495735628,0.14,0,390.82163532498373
2023-06-22,,392.603779473264,0.14,0,388.687307059987
2023-06-23,,390.43325118700704,0.14,0,386.9798444479896
2023-06-26,,388.56659686082605,0.14,0,385.5738779583917
2023-06-27,,386.9612741403104,0.14,0,384.44910476671333
2023-06-28,,385.58069660066695,0.14,0,383.5492862133707
2023-06-30,377.100006,,0.02,1,379.950012
2023-07-03,377.35300588,,0.04,0,380.13401164000004
2023-07-04,378.0148854048,,0.06,0,380.59265141440005
2023-07-05,379.174992640512,,0.06,0,381.51409304953603
2023-07-06,380.2654934420813,,0.06,0,382.66896656557316
2023-07-07,381.29056419555644,,0.08,0,384.0220711090158
2023-07-10,382.5833200199119,,0.08,0,385.4834240159339
2023-07-11,383.772655378319,,0.08,0,386.98374633370315
2023-07-12,384.86684390805345,,0.08,0,388.45834884031063
2023-07-13,385.8734973554092,,0.1,0,389.8518482090547
2023-07-14,387.1461482198683,,0.12000000000000001,0,391.12148096724377
2023-07-17,389.3486104334841,,0.14,0,393.907182373795
2023-07-18,392.350006,,0.14,0,398.17574589903603
2023-07-19,396.91400684,,0.14,0,401.9805991192288
2023-07-20,400.8390475624,,0.14,0,405.17448169538307
2023-07-21,,424.950012,0.02,1,417.950012
2023-07-24,,424.47101176,0.02,0,417.68501200000003
2023-07-25,,424.0015915248,0.04,0,417.13961104000003
2023-07-26,,423.041527863808,0.04,0,416.13523401760006
2023-07-27,,422.1198667492557,0.06,0,414.87641481619204
2023-07-28,,420.73267474430037,0.08,0,413.3837745345728
2023-07-31,,418.79805980475635,0.08,0,411.6277215904241
2023-08-01,,417.01821406037584,0.08,0,409.8248405677647
2023-08-02,,415.38075597554575,0.08,0,408.0528660769223
2023-08-03,,413.87429453750207,0.08,0,406.3783501830763
2023-08-04,,412.4883500145019,0.08,0,398.75
2023-08-07,396.549988,,0.02,1,399.55800048
2023-08-08,396.87898824,,0.04,0,400.717199832
2023-08-09,397.7038287104,,0.06,0,402.59313657216
2023-08-10,398.951598987776,,0.08,0,404.7220957720576
2023-08-11,400.6994701087539,,0.1,0,406.9505594885284
