Date,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2,PSAR
2023-03-16,,394.0,0.02,1,390.6589549936
2023-03-17,,393.65700012,0.04,0,389.53305889424
2023-03-20,,392.6967198752,0.04,0,387.85509038693124
2023-03-21,,391.774850840192,0.04,0,386.1323760527609
2023-03-22,,390.88985656658434,0.04,0,384.43919396431914
2023-03-23,,390.040262063921,0.04,0,382.8391368907417
2023-03-24,,389.22465134136417,0.04,0,381.3813071125934
2023-03-27,,388.4416650477096,0.04,0,380.21504329007473
2023-03-28,,387.6899982058012,0.04,0,375.549988
2023-03-29,,386.96839803756916,0.04,0,375.71798848
2023-03-31,,386.2756618760664,0.04,0,376.1399091712
2023-04-03,,385.61063516102377,0.04,0,376.728716437504
2023-04-05,369.649994,,0.02,1,377.4058447937536
2023-04-06,369.99799387999997,,0.04,0,378.4851426985032
2023-04-10,370.81007364479996,,0.04,0,379.72622356071275
2023-04-11,371.589670219008,,0.06,0,381.1380258709987
2023-04-12,373.1802903658675,,0.06,0,383.81318121421896
2023-04-13,374.67547330391545,,0.06,0,386.2505449713752
2023-04-17,376.0809452656805,,0.08,0,388.20043597710014
2023-04-18,378.15446964442606,,0.08,0,390.59034758168013
2023-04-19,380.06211207287197,,0.08,0,392.50227686534413
2023-04-20,381.8171431070422,,0.1,0,394.0318202922753
2023-04-21,383.900428196338,,0.12000000000000001,0,395.28545383382027
2023-04-24,386.91237681277744,,0.14,0,397.8783630670562
2023-04-25,390.1446440589886,,0.16,0,400.042692853645
2023-04-26,393.88949908955044,,0.16,0,402.344151882916
2023-04-27,397.03517731522237,,0.18,0,404.3253215063328
2023-04-28,400.7008443184823,,0.19999999999999998,0,406.6602572050662
2023-05-02,406.21067545478587,,0.19999999999999998,0,410.438203364053
2023-05-03,410.6185403638287,,0.2,0,413.46056029124236
2023-05-04,414.19483229106294,,0.2,0,416.1984470329939
2023-05-05,417.0558658328504,,0.2,0,418.3887564263951
2023-05-08,420.0246914662803,,0.2,0,420.46100514111606
2023-05-09,,433.450012,0.02,1,422.65880651289285
2023-05-10,,433.450012,0.02,0,424.4170476103143
2023-05-11,,433.21101176,0.04,0,431.450012
2023-05-12,,432.63857104960005,0.06,0,431.00801128
2023-05-15,,431.643256066624,0.06,0,430.3715302432
2023-05-16,,430.7076599826266,0.06,0,429.573807343744
2023-05-17,,430.0,0.06,0,428.6564260093696
2023-05-18,416.049988,,0.02,1,427.6656541682453
2023-05-19,,432.450012,0.02,1,426.55046426469096
2023-05-22,,432.450012,0.02,0,425.45439190234043
2023-05-23,,432.02801188,0.02,0,419.700012
2023-05-24,411.350006,,0.02,1,419.88901164000004
2023-05-25,411.81800588,,0.04,0,420.43345117440003
2023-05-26,413.0432861248,,0.06,0,421.67644374393603
2023-05-29,414.945688957312,,0.08,0,423.43032872442114
2023-05-30,417.894032880727,,0.08,0,425.997296451979
2023-05-31,420.6065092902689,,0.1,0,428.86562015774155
2023-06-01,423.745858361242,,0.1,0,431.8104324956577
2023-06-02,426.57127252511776,,0.1,0,434.7047623363525
2023-06-05,429.114145272606,,0.1,0,437.43990403580904
2023-06-06,431.40273074534537,,0.1,0,439.93192202864725
2023-06-07,433.4624576708108,,0.1,0,441.9255364229178
2023-06-08,435.3162119037297,,0.1,0,449.899994
2023-06-09,,452.0,0.02,1,449.199994
2023-06-12,,451.66299988,0.04,0,447.90999616
2023-06-13,,450.9504801248,0.04,0,446.3755983776
2023-06-14,,450.266461159808,0.04,0,444.867504557184
2023-06-15,,449.6098029534157,0.04,0,436.950012
2023-06-16,433.850006,,0.02,1,437.39601176
2023-06-19,434.285006,,0.04,0,438.3382514144
2023-06-20,435.14960552,,0.04,0,439.55919178124805
2023-06-21,435.97962105920004,,0.04,0,440.96327320312326
2023-06-22,436.77643597683203,,0.04,0,442.47968113874845
2023-06-23,437.54137829775874,,0.04,0,444.03652661932364
2023-06-26,438.2757229258484,,0.04,0,445.56668332023185
2023-06-27,438.9806937688145,,0.04,0,453.600006
2023-06-28,439.6574657780619,,0.04,0,453.26000600000003
2023-06-30,440.3071669069394,,0.04,0,452.77040600000004
2023-07-03,440.9308799906618,,0.06,0,445.100006
2023-07-04,442.4320279112221,,0.08,0,446.18900564
2023-07-05,444.47746567832434,,0.1,0,447.8018856688
2023-07-06,448.09471851049193,,0.1,0,450.53169770192005
2023-07-07,451.3502460594427,,0.1,0,453.47989469768964
2023-07-10,454.28022085349846,,0.1,0,456.5067102800131
2023-07-11,456.9171981681486,,0.1,0,459.481637595211
2023-07-12,459.29047775133375,,0.1,0,462.292943908073
2023-07-13,461.42642937620036,,0.1,0,464.8543563264584
2023-07-14,463.34878583858034,,0.1,0,466.90348626116673
2023-07-17,465.0789066547223,,0.1,0,468.5427902089334
2023-07-18,466.6360153892501,,0.1,0,469.8542333671467
2023-07-19,468.0374132503251,,0.1,0,470.90338789371737
2023-07-20,468.100006,,0.12000000000000001,0,472.4927115149739
2023-07-21,468.100006,,0.14,0,476.42416801197913
2023-07-24,,499.700012,0.02,1,492.149994
