Date,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26
2023-02-13,459.675003,441.25,453.050003,464.75,392.75
2023-02-14,464.08750150000003,441.25,448.175003,464.675003,398.799988
2023-02-15,466.21250150000003,445.375,447.150009,464.675003,388.399994
2023-02-16,466.21250150000003,445.375,441.175003,464.675003,389.950012
2023-02-17,468.287506,448.225006,436.525009,464.675003,392.899994
2023-02-20,469.362503,450.800003,436.525009,464.675003,399.049988
2023-02-21,469.362503,452.275009,436.525009,464.675003,405.350006
2023-02-22,469.362503,452.275009,435.150009,464.675003,402.549988
2023-02-23,469.362503,453.800003,432.574997,464.675003,403.299988
2023-02-24,474.175003,458.375,426.375,458.625,405.25
2023-02-27,475.4500045,458.375,420.0,451.524994,411.450012
2023-02-28,477.22499849999997,458.375,418.25,449.175003,417.549988
2023-03-01,478.1375045,462.149994,418.25,447.949997,417.649994
2023-03-02,478.1375045,465.800003,418.25,446.899994,422.049988
2023-03-03,478.1375045,465.800003,418.25,446.399994,428.700012
2023-03-06,475.8875045,465.800003,418.25,440.675003,431.549988
2023-03-08,474.8875045,465.800003,417.300003,438.350006,433.049988
2023-03-09,475.2625045,465.800003,417.050003,438.350006,429.850006
2023-03-10,477.08750150000003,465.800003,408.800003,433.199997,422.350006
2023-03-13,478.6875,465.800003,408.800003,432.175003,427.799988
2023-03-14,476.18750750000004,465.800003,408.800003,426.199997,429.799988
2023-03-15,473.47499849999997,465.800003,408.800003,421.550003,424.799988
2023-03-16,462.699997,464.75,402.650009,415.400009,430.799988
2023-03-17,462.449997,464.75,402.650009,415.400009,436.100006
2023-03-20,459.58750150000003,464.75,399.75,412.975006,446.149994
2023-03-21,458.90000150000003,464.75,399.75,410.399994,442.299988
2023-03-22,458.90000150000003,464.75,397.975006,409.75,445.5
2023-03-23,456.425003,464.675003,397.975006,409.75,434.25
2023-03-24,455.912506,464.675003,396.875,409.75,445.049988
2023-03-27,452.925003,464.675003,396.875,409.75,440.350006
2023-03-28,450.600006,464.675003,391.0,409.75,436.450012
2023-03-29,450.600006,464.675003,391.0,409.75,420.850006
2023-03-31,450.600006,464.675003,395.649994,409.75,404.75
2023-04-03,449.912506,464.675003,397.625,409.75,410.700012
2023-04-05,448.625,464.675003,398.149994,409.5,412.450012
2023-04-06,442.5,459.125,398.149994,401.600006,407.700012
2023-04-10,435.762497,452.75,400.0,401.600006,406.5
2023-04-11,433.71250150000003,451.0,403.724991,401.600006,406.75
2023-04-12,433.09999849999997,451.0,406.149994,401.699997,407.700012
2023-04-13,432.574997,451.0,406.324997,401.875,410.299988
2023-04-17,432.324997,451.0,411.724991,405.074997,406.899994
2023-04-18,429.46250150000003,451.0,413.649994,407.0,404.25
2023-04-19,427.8250045,450.050003,415.824997,409.175003,413.549988
2023-04-20,427.7000045,450.050003,418.050003,409.175003,419.899994
2023-04-21,421.0,449.699997,421.425003,409.175003,413.100006
2023-04-24,420.487503,449.699997,424.25,409.175003,405.899994
2023-04-25,417.5,449.699997,426.350006,409.175003,406.350006
2023-04-26,415.175003,449.699997,426.350006,409.175003,420.75
2023-04-27,409.025009,443.550003,427.850006,409.175003,419.700012
2023-04-28,409.025009,443.550003,427.850006,409.175003,415.549988
2023-05-02,406.362503,442.5,434.125,417.425003,422.600006
2023-05-03,405.074997,442.5,434.125,417.949997,418.25
2023-05-04,403.862503,442.5,434.125,417.949997,415.049988
2023-05-05,403.862503,442.5,434.125,418.024994,416.799988
2023-05-08,403.3125,442.5,435.974991,419.649994,421.399994
2023-05-09,403.3125,442.5,435.974991,419.899994,425.049988
2023-05-10,400.375,442.5,435.974991,419.899994,423.049988
2023-05-11,400.375,442.5,434.724991,422.099991,426.950012
2023-05-12,402.699997,442.5,426.849991,422.099991,426.149994
2023-05-15,403.6875,442.5,425.349991,422.099991,428.950012
2023-05-16,403.824997,442.5,425.349991,424.324997,420.950012
2023-05-17,399.875,442.0,425.349991,426.849991,420.049988
2023-05-18,400.800003,441.274994,425.349991,426.849991,408.5
2023-05-19,402.66249849999997,440.675003,423.550003,425.149994,414.700012
2023-05-22,403.9249955,439.449997,421.625,425.149994,417.75
2023-05-23,404.09999849999997,438.399994,417.199997,425.149994,417.75
2023-05-24,408.399994,437.899994,409.699997,425.149994,420.950012
2023-05-25,410.324997,432.175003,407.75,423.849991,425.649994
2023-05-26,412.5,430.800003,407.75,423.849991,425.799988
2023-05-29,413.612503,430.800003,411.399994,423.849991,421.5
2023-05-30,415.300003,426.0,411.399994,423.849991,426.399994
2023-05-31,416.71250150000003,424.975006,411.399994,423.849991,422.700012
2023-06-01,417.7625045,419.0,411.399994,423.849991,427.850006
2023-06-02,417.7625045,414.350006,411.399994,423.849991,424.649994
2023-06-05,418.5125045,414.350006,411.899994,423.849991,424.850006
