Date,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
2023-06-30,,429.07351608272444,0.04,0
2023-07-03,407.450012,,0.02,1
2023-07-04,407.87601176000004,,0.04,0
2023-07-05,408.71897176960005,,0.04,0
2023-07-06,409.528213378816,,0.04,0
2023-07-07,410.3050853236634,,0.04,0
2023-07-10,411.0508823907168,,0.06,0
2023-07-11,412.5598301672738,,0.06,0
2023-07-12,413.9782410772374,,0.06,0
2023-07-13,415.31154733260314,,0.08,0
2023-07-14,417.2466235459949,,0.1,0
2023-07-17,420.3719611913954,,0.12000000000000001,0
2023-07-18,424.42532512842797,,0.12000000000000001,0
2023-07-19,427.99228539301663,,0.12000000000000001,0
2023-07-20,431.13121042585465,,0.12000000000000001,0
2023-07-21,,454.149994,0.02,1
2023-07-24,,453.73999399999997,0.04,0
2023-07-25,,452.85039423999996,0.04,0
2023-07-26,,451.9963784704,0.04,0
2023-07-27,431.5,,0.02,1
2023-07-28,432.06200012,,0.02,0
2023-07-31,432.6127602376,,0.04,0
2023-08-01,433.838249828096,,0.06,0
2023-08-02,436.10095411841024,,0.06,0
2023-08-03,438.22789615130563,,0.06,0
2023-08-04,440.2272216622273,,0.06,0
2023-08-07,442.10658764249365,,0.06,0
2023-08-08,443.87319166394406,,0.06,0
2023-08-09,445.5337994441074,,0.06,0
2023-08-10,447.09477075746094,,0.06,0
2023-08-11,448.56208379201325,,0.06,0
2023-08-14,,471.549988,0.02,1
2023-08-16,,471.07098836,0.04,0
2023-08-17,,469.7881488256,0.04,0
2023-08-18,,468.556622872576,0.06,0
2023-08-21,,466.73222514022143,0.06,0
2023-08-22,,465.0172912718081,0.06,0
2023-08-23,438.149994,,0.02,1
2023-08-24,438.69299388,,0.04,0
2023-08-25,439.78127388480004,,0.04,0
2023-08-28,440.82602268940803,,0.04,0
2023-08-29,441.8289815418317,,0.04,0
2023-08-30,442.7918220401584,,0.04,0
2023-08-31,443.7161489185521,,0.04,0
2023-09-01,444.60350272181,,0.06,0
2023-09-04,446.63729255850143,,0.08,0
2023-09-05,450.2903081938213,,0.08,0
2023-09-06,453.6510825783156,,0.08,0
2023-09-07,456.74299501205036,,0.08,0
2023-09-08,459.5875544510863,,0.08,0
2023-09-11,462.2045491349994,,0.08,0
