Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,MACD_Signal,MACD_Histogram
2022-09-12,432.0,432.899994,428.649994,431.149994,428.353027,5530132,,,,
2022-09-13,432.25,439.299988,432.25,436.649994,433.817352,7628228,,,,
2022-09-14,426.0,447.899994,424.100006,442.0,439.13266,12387075,,,,
2022-09-15,439.5,439.5,423.75,424.399994,421.64682,13039806,,,,
2022-09-16,424.0,424.299988,405.799988,412.5,409.824036,14826674,,,,
2022-09-19,414.600006,416.25,405.649994,412.149994,409.476288,6080201,,,,
2022-09-20,416.0,427.5,415.799988,421.450012,418.715973,8758050,,,,
2022-09-21,417.899994,423.899994,410.799988,411.350006,408.681488,6859320,,,,
2022-09-22,409.0,415.0,403.5,412.100006,409.426636,8704463,,,,
2022-09-23,410.700012,412.700012,394.450012,396.350006,393.778809,9228856,,,,
2022-09-26,390.0,390.0,369.600006,373.399994,370.977692,13092570,,,,
2022-09-27,375.299988,379.950012,365.100006,373.600006,371.176392,14934966,,,,
2022-09-28,368.0,372.100006,358.799988,360.75,358.40976,10751444,,,,
2022-09-29,366.75,376.899994,366.0,371.200012,368.791962,14020084,,,,
2022-09-30,376.0,395.350006,375.149994,390.549988,388.016418,17706821,40.01250016531836,,,
2022-10-03,389.0,389.450012,379.100006,380.950012,378.478729,8504297,36.187164383633046,,,
2022-10-04,396.0,400.899994,390.299988,394.049988,391.493713,9017446,44.048092214447365,,,
2022-10-06,402.0,413.950012,399.399994,412.649994,409.973053,11758976,52.91677696619244,,,
2022-10-07,409.950012,411.950012,405.799988,411.100006,408.433136,5241693,52.174606891633644,,,
2022-10-10,403.5,409.149994,400.0,407.5,404.856476,6519737,50.406312560613145,,,
2022-10-11,403.0,412.450012,393.899994,396.049988,393.480743,7054654,45.16343478573852,,,
2022-10-12,398.049988,401.399994,391.75,400.200012,397.603851,6584436,47.30287936599998,,,
2022-10-13,411.0,416.5,400.0,401.549988,398.945068,16565725,48.0134091026522,,,
2022-10-14,411.25,411.25,396.399994,397.149994,394.573608,6115990,45.84377516108833,,,
2022-10-17,395.049988,395.899994,386.299988,388.299988,385.781006,8966396,41.75658314574887,,,
2022-10-18,391.5,398.399994,391.350006,393.450012,390.897614,7081590,44.83856847314821,-4.593218050336816,,
2022-10-19,394.0,398.100006,389.5,390.299988,387.768036,6208852,43.328331896299325,-4.821590859599098,,
2022-10-20,383.0,396.700012,380.100006,395.200012,392.636261,8222063,46.355176296000685,-4.55468341546441,,
2022-10-21,397.200012,398.049988,386.25,393.75,391.195679,7988528,45.579374934542,-4.4093331453821065,,
2022-10-24,395.0,398.850006,394.350006,395.549988,392.983978,793366,46.770312283547185,-4.101617131552473,,
2022-10-25,394.399994,402.799988,391.5,398.399994,395.815491,6156624,48.685138643417595,-3.5864361049731315,,
2022-10-27,408.0,413.399994,405.350006,412.399994,409.72467,9752346,56.889193750574506,-2.0251240630096277,,
2022-10-28,412.5,412.5,399.75,404.950012,402.323029,6569623,52.11439591659613,-1.3730961091862355,,
2022-10-31,405.0,408.75,403.0,405.649994,403.018463,4257977,52.51764537133537,-0.7907611583652283,2.5710010680646747,-3.361762226429903
2022-11-01,406.0,415.0,406.0,414.399994,411.7117,7483252,57.352348413811924,0.37250139465254506,2.9874108968659585,-2.6149095022134135
2022-11-02,414.75,426.850006,414.0,421.299988,418.566925,11554760,60.74657230761229,1.8300712764226432,3.555984622908845,-1.725913346486202
2022-11-03,415.0,415.899994,408.950012,410.350006,407.687988,7304472,53.473272294785886,2.077683630784577,3.042877581816623,-0.9651939510320462
2022-11-04,412.450012,432.0,412.0,430.549988,427.756927,13317485,62.41375430139236,3.8593991832814822,3.8596745074508227,-0.0002753241693405073
2022-11-07,432.0,438.899994,426.299988,437.5,434.661865,9887999,64.9120061531405,5.765765326311509,4.61283252038468,1.1529328059268296
2022-11-09,430.100006,433.0,415.600006,417.100006,414.394196,13898567,53.641630141434625,5.566300357730256,3.5306940414427412,2.035606316287515
2022-11-10,415.299988,420.399994,412.75,415.100006,412.407166,5574432,52.67600002421408,5.1870466033406615,2.5211522296425173,2.665894373698144
2022-11-11,420.350006,431.799988,420.299988,429.850006,427.061493,14060782,58.59571542797849,6.0074370054189785,2.6732341053766673,3.3342029000423112
2022-11-14,435.0,458.649994,434.049988,455.549988,452.594757,30135088,66.46658401263896,8.63187321211376,4.238136249657159,4.393736962456601
2022-11-15,456.0,460.549988,449.549988,456.899994,453.936005,11841577,66.82336140034563,10.697379286166779,5.0429138589681415,5.654465427198637
2022-11-16,455.549988,455.549988,444.149994,447.399994,444.49762,7137989,61.83745924057414,11.435911061722095,4.625156507618766,6.810754554103329
2022-11-17,443.450012,444.399994,436.5,440.450012,437.592743,6533823,58.40421736987866,11.329794531895345,3.615231982233613,7.714562549661732
2022-11-18,440.5,443.899994,434.450012,438.600006,435.75473,6128677,57.48923353311434,10.969961506738855,2.604319165661698,8.365642341077157
2022-11-21,439.799988,444.450012,428.399994,430.549988,427.756927,6372470,53.55738334383775,9.920860561026643,1.2441745759595886,8.676685985067055
2022-11-22,432.75,436.350006,429.0,430.649994,427.856293,6108017,53.5998398069855,8.993834822237545,0.25371906973639113,8.740115752501154
2022-11-23,434.5,439.299988,431.549988,433.350006,430.538788,6031033,54.80121379551992,8.380424333759038,-0.28775313499369304,8.66817746875273
