Date,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
2023-03-10,2438.2536020000002,,0.02,0
2023-03-13,2439.516528,,0.02,0
2023-03-14,,2501.399902,0.02,1
2023-03-15,,2500.16690396,0.04,0
2023-03-16,,2495.8802278016,0.04,0
2023-03-17,,2491.765018689536,0.04,0
2023-03-20,2393.0,,0.02,1
2023-03-21,2395.47299804,,0.04,0
2023-03-22,2400.5840781184,,0.04,0
2023-03-23,2405.4907149936644,,0.04,0
2023-03-24,2410.2010863939176,,0.04,0
2023-03-27,2414.723042938161,,0.04,0
2023-03-28,2419.0641212206347,,0.04,0
2023-03-29,2423.2315563718093,,0.06,0
2023-03-31,2430.225665929501,,0.08,0
2023-04-03,2441.2836087351407,,0.1,0
2023-04-05,2454.155247861627,,0.12000000000000001,0
2023-04-06,2470.2826239982314,,0.12000000000000001,0
2023-04-10,2484.4747149984437,,0.12000000000000001,0
2023-04-11,2496.9637550786306,,0.12000000000000001,0
2023-04-12,2507.9541103491947,,0.12000000000000001,0
2023-04-13,2517.6256229872915,,0.12000000000000001,0
2023-04-17,2518.649902,,0.12000000000000001,0
2023-04-18,2525.0,,0.12000000000000001,0
2023-04-19,,2588.550049,0.02,1
2023-04-20,,2586.98404802,0.04,0
2023-04-21,,2582.7046860992,0.04,0
2023-04-24,,2578.596498655232,0.06,0
2023-04-25,,2572.386714615918,0.06,0
2023-04-26,,2566.549517618963,0.06,0
2023-04-27,,2561.062552441825,0.08,0
2023-04-28,,2552.737548246479,0.1,0
2023-05-02,,2539.3637934218314,0.1,0
2023-05-03,,2527.3274140796484,0.1,0
2023-05-04,,2516.4946726716835,0.1,0
2023-05-05,2419.0,,0.02,1
2023-05-08,2421.02,,0.04,0
2023-05-09,2425.25320392,,0.04,0
2023-05-10,2429.3170796832,,0.06,0
2023-05-11,2435.6580549022083,,0.08,0
2023-05-12,2448.7254105100315,,0.1,0
2023-05-15,2467.852869459028,,0.12000000000000001,0
2023-05-16,2492.2005251239448,,0.14,0
2023-05-17,2518.2684378865924,,0.14,0
2023-05-18,2540.6868428624693,,0.14,0
2023-05-19,2559.9666711417235,,0.14,0
2023-05-22,2576.547323461882,,0.14,0
2023-05-23,2590.8066844572186,,0.14,0
2023-05-24,2603.069734913208,,0.14,0
2023-05-25,,2678.399902,0.02,1
2023-05-26,,2676.44290494,0.02,0
2023-05-29,2580.550049,,0.02,1
2023-05-30,2582.530049,,0.02,0
2023-05-31,2584.470449,,0.04,0
2023-06-01,2588.29163104,,0.06,0
2023-06-02,2596.8691331776,,0.08,0
2023-06-05,2608.175598603392,,0.08,0
2023-06-06,2618.5775467951203,,0.08,0
2023-06-07,2628.1473391315108,,0.08,0
2023-06-08,2636.95154808099,,0.08,0
2023-06-09,,2738.199951,0.02,1
2023-06-12,,2735.8379539400003,0.02,0
2023-06-13,,2733.5231968212,0.02,0
2023-06-14,,2731.254734844776,0.02,0
2023-06-15,,2729.0316421078805,0.02,0
2023-06-16,,2726.853011225723,0.02,0
2023-06-19,,2724.7179529612085,0.02,0
2023-06-20,,2724.0,0.02,0
2023-06-21,,2721.92200196,0.02,0
2023-06-22,,2719.8855638808004,0.02,0
2023-06-23,,2717.8898545631846,0.02,0
2023-06-26,,2715.934059431921,0.02,0
2023-06-27,,2714.0173802032828,0.02,0
2023-06-28,,2712.139034559217,0.02,0
2023-06-30,,2710.298255828033,0.02,0
2023-07-03,,2708.494292671472,0.02,0
2023-07-04,,2706.7264087780427,0.02,0
2023-07-05,2620.100098,,0.02,1
2023-07-06,2622.88609408,,0.04,0
2023-07-07,2628.5706503168,,0.06,0
2023-07-10,2637.035405417792,,0.06,0
2023-07-11,2644.9922752127245,,0.06,0
2023-07-12,,2769.649902,0.02,1
2023-07-13,,2767.10690396,0.02,0
2023-07-14,,2764.6147658808004,0.02,0
2023-07-17,,2762.1724705631846,0.02,0
2023-07-18,,2759.779021151921,0.02,0
2023-07-19,,2757.4334407288825,0.02,0
2023-07-20,,2755.134771914305,0.02,0
2023-07-21,,2752.882076476019,0.04,0
2023-07-24,,2746.4467934169784,0.06,0
2023-07-25,,2736.15998581196,0.08,0
2023-07-26,,2722.251190867003,0.08,0
2023-07-27,,2709.455099517643,0.1,0
2023-07-28,,2693.8095895658785,0.1,0
2023-07-31,,2679.7286306092906,0.1,0
2023-08-01,,2667.0557675483615,0.12000000000000001,0
2023-08-02,,2652.409075442558,0.14,0
2023-08-03,,2636.1118048805997,0.14,0
2023-08-04,,2622.096152197316,0.16,0
2023-08-07,,2608.1687756857455,0.16,0
2023-08-08,,2596.469779416026,0.16,0
2023-08-09,,2586.642622549462,0.16,0
2023-08-10,,2585.199951,0.18,0
2023-08-11,,2574.83197746,0.19999999999999998,0
2023-08-14,,2559.665581968,0.2,0
2023-08-16,2488.100098,,0.02,1
2023-08-17,2488.100098,,0.04,0
2023-08-18,2491.00209016,,0.06,0
2023-08-21,2495.6069647504,,0.08,0
2023-08-22,2501.950399730368,,0.1,0
2023-08-23,2509.2553597573315,,0.12000000000000001,0
2023-08-24,2518.1647165864515,,0.14,0
2023-08-25,2528.4666562643483,,0.14,0
2023-08-28,2537.3263243873394,,0.14,0
2023-08-29,,2591.75,0.02,1
2023-08-30,,2590.35700196,0.04,0
2023-08-31,,2587.5427218816003,0.06,0
2023-09-01,,2581.756164448704,0.06,0
2023-09-04,,2576.316800461782,0.06,0
2023-09-05,,2571.203798314075,0.06,0
2023-09-06,,2566.3975762952305,0.06,0
2023-09-07,,2561.8797275975166,0.06,0
2023-09-08,,2557.6329498216655,0.06,0
2023-09-11,,2553.6409787123657,0.06,0
