Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,MACD_Signal,MACD_Histogram
2022-09-12,2591.0,2605.0,2574.0,2580.399902,2542.437012,1595709,,,,
2022-09-13,2598.0,2609.0,2579.0,2586.600098,2548.546143,1342130,,,,
2022-09-14,2550.0,2606.0,2546.699951,2571.399902,2533.56958,1610054,,,,
2022-09-15,2580.0,2598.800049,2551.0,2560.399902,2522.731201,1199906,,,,
2022-09-16,2555.0,2563.850098,2518.649902,2528.149902,2490.955811,2516820,,,,
2022-09-19,2531.0,2588.0,2508.050049,2579.25,2541.304199,1166725,,,,
2022-09-20,2598.600098,2621.5,2579.600098,2583.550049,2545.540771,1253333,,,,
2022-09-21,2582.0,2646.75,2580.0,2623.600098,2585.001709,1960049,,,,
2022-09-22,2623.100098,2701.25,2620.050049,2692.75,2653.134277,2620240,,,,
2022-09-23,2697.899902,2723.75,2674.0,2682.050049,2642.591797,1789791,,,,
2022-09-26,2668.5,2729.0,2643.050049,2660.550049,2621.407959,2678551,,,,
2022-09-27,2676.0,2713.75,2653.399902,2679.25,2639.833008,1898501,,,,
2022-09-28,2669.949951,2708.75,2652.050049,2702.100098,2662.34668,1526197,,,,
2022-09-29,2711.100098,2727.0,2691.100098,2700.550049,2660.81958,2019666,,,,
2022-09-30,2707.0,2714.899902,2667.899902,2696.449951,2656.779785,1340054,70.72256878301967,,,
2022-10-03,2723.0,2734.0,2617.550049,2622.5,2583.917725,1683197,49.77305311952471,,,
2022-10-04,2650.0,2676.5,2634.149902,2667.949951,2628.698975,1327939,58.0064454321225,,,
2022-10-06,2681.300049,2692.300049,2605.050049,2614.0,2575.542725,1752351,47.95710981708506,,,
2022-10-07,2611.899902,2613.0,2575.0,2599.699951,2561.453369,1025923,45.69724594757921,,,
2022-10-10,2570.0,2610.699951,2542.0,2605.600098,2567.266602,1043728,46.810929152619266,,,
2022-10-11,2610.0,2610.550049,2545.0,2550.649902,2513.124756,1129783,38.824741903954184,,,
2022-10-12,2563.449951,2604.600098,2554.199951,2591.350098,2553.226318,882873,46.15247900435689,,,
2022-10-13,2583.0,2607.149902,2562.899902,2566.399902,2528.643066,753331,42.770286136505014,,,
2022-10-14,2590.0,2624.899902,2570.199951,2575.800049,2537.904785,1001536,44.42280093989873,,,
2022-10-17,2573.600098,2609.949951,2568.0,2590.550049,2552.437744,778918,47.00846638254316,,,
2022-10-18,2620.0,2642.0,2597.0,2602.25,2563.96582,1123374,49.03397073448442,-15.463619036198452,,
2022-10-19,2615.300049,2617.5,2578.399902,2583.0,2544.998779,1241979,45.92372184140939,-15.710329560544324,,
2022-10-20,2568.149902,2610.0,2568.149902,2600.899902,2562.635498,1428125,49.15343744402797,-14.296673776933858,,
2022-10-21,2606.0,2666.75,2606.0,2653.899902,2614.855713,2458302,57.287733981809275,-8.798263419097566,,
2022-10-24,2610.100098,2640.0,2550.0,2573.100098,2535.244629,719908,45.37102976318877,-10.835695356187898,,
2022-10-25,2586.0,2586.0,2500.0,2505.399902,2468.540527,2923789,38.20082497204252,-17.709075667512934,,
2022-10-27,2494.0,2530.0,2488.0,2519.0,2481.940674,1846329,40.24384381624665,-21.80748176137149,,
2022-10-28,2526.100098,2550.899902,2512.0,2524.25,2487.113281,1164951,41.053958104820296,-24.351161957284603,,
2022-10-31,2545.0,2572.0,2542.050049,2550.699951,2513.174072,1324443,45.09268162815275,-23.956600071378944,-6.964500003988935,-16.99210006739001
2022-11-01,2569.0,2575.850098,2547.600098,2551.800049,2531.127441,1280132,45.26067035426688,-23.28670359585294,-5.035682822770344,-18.251020773082598
2022-11-02,2564.0,2564.0,2501.399902,2518.300049,2497.898926,1338284,41.133575243277704,-25.168845062652963,-5.534259431656292,-19.63458563099667
2022-11-03,2515.699951,2549.0,2508.300049,2546.350098,2525.72168,730444,45.60604710546044,-24.119022131369547,-3.587549200298298,-20.53147293107125
2022-11-04,2544.949951,2546.0,2515.25,2520.350098,2499.932373,889055,42.39106409287791,-25.095724710775812,-3.6514014237636516,-21.44432328701216
2022-11-07,2531.100098,2552.0,2517.0,2532.800049,2512.281494,1283685,44.411837181080735,-24.581797880273825,-2.5099796746093297,-22.071818205664496
2022-11-09,2510.0,2544.899902,2492.649902,2508.800049,2488.47583,1436444,41.39725243926794,-25.813544119848757,-2.9933807313474077,-22.82016338850135
2022-11-10,2504.0,2538.0,2501.050049,2513.600098,2493.237061,1459152,42.241680044335816,-26.101506135243653,-2.625074197393843,-23.47643193784981
2022-11-11,2545.0,2546.800049,2495.0,2503.050049,2482.772461,1162847,40.848478899831306,-26.871263689923126,-2.7158654016586503,-24.155398288264475
2022-11-14,2506.800049,2513.75,2455.149902,2457.800049,2437.888916,2137131,35.4482061763571,-30.777811475613362,-5.297930549879105,-25.479880925734257
2022-11-15,2457.800049,2469.0,2444.149902,2457.5,2437.591309,1558333,35.41477262231522,-33.51168830513552,-6.425445903521009,-27.086242401614513
2022-11-16,2463.550049,2483.0,2428.100098,2477.850098,2457.776611,1330395,39.57721312901221,-33.64834537322122,-5.24968237728536,-28.398662995935858
2022-11-17,2479.949951,2498.0,2454.25,2460.0,2440.071045,960476,37.3060274800838,-34.79589539097242,-5.117785916029245,-29.678109474943174
2022-11-18,2470.0,2488.550049,2448.850098,2483.699951,2463.579102,1075675,42.060210184490344,-33.40784423803143,-2.983787810470602,-30.424056427560828
2022-11-21,2483.699951,2512.0,2470.050049,2501.399902,2481.135742,1354881,45.3908292202739,-30.527661696689847,-0.08288421530321344,-30.444777481386634
2022-11-22,2505.899902,2524.0,2497.0,2515.699951,2495.319824,921265,47.99199700930052,-26.78247019339733,2.929845830391443,-29.712316023788773
2022-11-23,2521.0,2525.0,2502.0,2507.350098,2487.037598,734152,46.59633414219198,-24.20907515015233,4.402592698909157,-28.611667849061487
2022-11-24,2517.0,2560.0,2511.149902,2549.149902,2528.498779,999929,53.83422358227213,-18.582538257009674,8.02330367364145,-26.605841930651124
2022-11-25,2555.0,2555.399902,2518.199951,2537.449951,2516.893555,783480,51.72120184898066,-14.895845463157457,9.367997173994933,-24.26384263715239
2022-11-28,2527.0,2542.5,2521.800049,2525.199951,2504.74292,830905,49.52918725729414,-12.814865690615989,9.159181557229122,-21.97404724784511
2022-11-29,2527.199951,2639.949951,2527.199951,2634.199951,2612.859863,2542932,64.106219825408,-2.343273382321513,15.70461909241888,-18.047892474740394
2022-11-30,2634.0,2698.0,2623.0,2684.350098,2662.60376,3698270,68.59979222502079,9.888251102893264,22.348914862106927,-12.460663759213663
2022-12-01,2680.0,2683.0,2646.850098,2662.850098,2641.277832,1675569,64.85141790846735,17.643567994694877,24.083385403126833,-6.4398174084319555
2022-12-02,2660.0,2660.0,2607.149902,2615.100098,2593.914795,2101890,57.355652634512126,19.70948786155168,20.919444215986907,-1.2099563544352288
2022-12-05,2600.0,2625.0,2585.149902,2619.850098,2598.626221,1640511,57.87722953247885,21.482393878472976,18.153880186326564,3.3285136921464122
2022-12-06,2606.800049,2659.949951,2603.850098,2654.550049,2633.045166,1484562,61.5746173898587,25.394696462915817,17.652946216615526,7.741750246300294
2022-12-07,2660.050049,2719.800049,2656.25,2707.350098,2685.41748,2368561,66.40656915619448,32.38246226596493,19.71256961573171,12.669892650233223
2022-12-08,2695.050049,2711.050049,2685.75,2705.449951,2683.532715,1314703,66.08450559323728,37.33659796617758,19.733364252755486,17.603233713422092
2022-12-09,2724.699951,2741.600098,2711.25,2722.25,2700.196533,1883397,67.58153729719211,42.13272986843913,19.623596924013626,22.509132944425502
2022-12-12,2702.199951,2724.0,2688.649902,2717.25,2695.237061,1163204,66.6387711818477,45.01137759963012,18.001795724163692,27.00958187546643
2022-12-13,2717.0,2720.0,2697.800049,2710.300049,2688.343506,1265839,65.27568363888437,46.19936616851601,15.351827434439663,30.847538734076345
2022-12-14,2720.0,2720.0,2671.350098,2684.649902,2662.901123,886858,60.367793108132844,44.55747236728985,10.967946906570802,33.589525460719045
2022-12-15,2668.350098,2683.25,2648.449951,2663.25,2641.674561,990722,56.547773783854694,41.056196182656095,5.973336577549638,35.08285960510646
2022-12-16,2668.0,2687.699951,2653.300049,2671.300049,2649.659424,1793864,57.6338265427143,38.487323352158,2.7235709976412323,35.76375235451677
2022-12-19,2671.300049,2720.0,2671.300049,2718.100098,2696.080322,1546941,63.36641517054919,39.76940896527594,3.2045252886073428,36.5648836766686
2022-12-20,2706.0,2706.050049,2653.25,2674.550049,2652.883057,827567,55.79996021977825,36.846601374809325,0.22537415851257947,36.621227216296745
2022-12-21,2687.949951,2695.149902,2650.100098,2666.199951,2644.600586,779092,54.457267101627544,33.47064343498732,-2.5204670250475374,35.99111046003486
2022-12-22,2676.5,2688.5,2642.0,2645.350098,2623.919678,852567,51.147743658642135,28.78099417233534,-5.768093030159619,34.54908720249496
2022-12-23,2632.0,2649.550049,2608.050049,2621.100098,2599.866211,1189702,47.52974398837947,22.844306070002403,-9.363824905994043,32.20813097599645
2022-12-26,2620.949951,2637.850098,2606.75,2617.449951,2596.245605,605144,46.99092936649046,17.641540917804832,-11.653272046553294,29.294812964358126
2022-12-27,2625.0,2634.899902,2575.25,2593.25,2572.241699,870960,43.47228644898671,11.43377679095147,-14.288828938725327,25.722605729676797
2022-12-28,2593.0,2603.100098,2578.100098,2583.600098,2562.669922,822651,42.11796535198139,5.670051725286157,-16.042043203512513,21.71209492879867
2022-12-29,2580.25,2583.300049,2539.399902,2568.050049,2547.24585,1345863,39.957718474343906,-0.15076300963983158,-17.490286350750804,17.339523341110972
2022-12-30,2579.949951,2586.449951,2555.199951,2561.050049,2540.30249,696432,38.9882782808886,-5.267916855983003,-18.08595215767518,12.818035301692179
2023-01-02,2573.899902,2580.050049,2538.050049,2558.399902,2537.673828,681703,38.606390166203994,-9.42845747227966,-17.79719421917747,8.368736746897811
2023-01-03,2550.050049,2562.0,2535.0,2542.050049,2521.456543,821843,36.247494925574635,-13.884955260292827,-17.80295360575251,3.9179983454596834
2023-01-04,2550.5,2558.399902,2527.050049,2536.100098,2515.554688,1672649,35.39980971438477,-17.692920213746675,-17.288734847365085,-0.4041853663815882
2023-01-05,2537.550049,2591.949951,2537.5,2583.699951,2562.769043,2008493,46.232853591451146,-16.677600548061946,-13.018732145344286,-3.6588684027176597
2023-01-06,2580.0,2611.899902,2574.899902,2576.449951,2555.577637,991782,44.995197605092194,-16.270411629955106,-10.089234581789956,-6.181177048165149
2023-01-09,2589.350098,2629.449951,2570.0,2624.050049,2602.792236,1267078,53.74947726404503,-11.968812362151311,-4.630108251188929,-7.338704110962382
2023-01-10,2624.050049,2653.350098,2615.100098,2643.850098,2622.431885,1413088,56.82748864526119,-6.882725695215413,0.3647827325975763,-7.247508427812989
2023-01-11,2644.0,2647.850098,2588.100098,2593.25,2572.241699,1471687,48.03038994552767,-6.8559393926848315,0.31325522810252693,-7.1691946207873585
2023-01-12,2586.100098,2602.600098,2572.75,2590.050049,2569.067627,1703829,47.52929613646557,-7.012089356312572,0.12568421157982979,-7.137773567892402
2023-01-13,2590.199951,2639.25,2566.649902,2624.0,2602.742432,1348015,53.117752392981046,-4.3462610217611655,2.23321003690499,-6.579471058666155
2023-01-16,2627.949951,2627.949951,2584.0,2597.100098,2576.060547,930068,48.69254462441368,-4.35398016680756,1.7803927134868767,-6.134372880294436
2023-01-17,2605.449951,2675.0,2601.800049,2667.550049,2645.939697,1892865,58.45442408257462,1.309529188689794,5.9551216551873845,-4.6455924664975905
2023-01-18,2668.0,2693.5,2660.0,2686.199951,2664.438721,2038075,60.59198297378897,7.21956967873848,9.492129716188856,-2.2725600374503765
2023-01-19,2670.100098,2679.300049,2611.899902,2649.75,2628.283936,1649842,54.67147249299487,8.859980584858931,8.906032497847447,-0.046051912988514854
2023-01-20,2550.0,2605.0,2536.050049,2548.75,2528.102051,4569549,42.32924341468709,1.9872543080605283,1.6266449768392346,0.3606093312212938
2023-01-23,2560.0,2604.0,2552.0,2596.399902,2575.365967,1388360,48.263363665161336,0.3811247144653862,0.01641230659527393,0.3647124078701123
2023-01-24,2604.0,2610.0,2580.800049,2600.5,2579.432861,1462462,48.75200976993609,-0.5545088841004144,-0.7353770335764214,0.18086814947600693
2023-01-25,2600.5,2642.0,2594.0,2622.350098,2601.105957,1591810,51.38707770133588,0.4617917994637537,0.2247389199901974,0.2370528794735563
2023-01-27,2635.5,2646.550049,2578.199951,2612.149902,2590.988525,1581382,50.09221121261093,0.43908534015372425,0.16162596854413436,0.2774593716095899
2023-01-30,2610.0,2610.0,2530.199951,2568.149902,2547.344971,2744039,44.84299431986571,-3.0936799523560694,-2.6969114591725276,-0.396768493183542
2023-01-31,2568.0,2590.199951,2541.199951,2576.75,2555.875244,2366794,46.033372615272896,-5.14021269204477,-3.7947553590889824,-1.3454573329557875
2023-02-01,2600.199951,2603.0,2546.850098,2574.25,2553.395508,2014615,45.72444689300073,-6.884473810694999,-4.431213182191369,-2.45326062850363
2023-02-02,2569.5,2639.75,2563.0,2634.850098,2613.504639,1980667,53.815348952848495,-3.338408763361258,-0.7081185078861028,-2.6302902554751553
2023-02-03,2640.0,2657.449951,2631.149902,2648.75,2627.291992,1638238,55.455594795178506,0.5867159633339725,2.5736049750473025,-1.98688901171333
2023-02-06,2631.0,2645.0,2599.75,2637.600098,2616.232422,1697446,53.80486193875108,2.7658190402225955,3.8021664415487404,-1.036347401326145
2023-02-07,2645.0,2645.550049,2595.300049,2601.199951,2580.127197,1495745,48.707515237086135,1.5378587951613554,2.05936495719,-0.5215061620286449
2023-02-08,2592.699951,2607.5,2578.350098,2582.800049,2561.876465,1061956,46.31873395070139,-0.9095422264122135,-0.31042885150685495,-0.5991133749053585
2023-02-09,2587.0,2599.899902,2566.0,2586.699951,2565.744629,1102484,46.91301426898172,-2.505553212245104,-1.5251518698717965,-0.9804013423733077
2023-02-10,2585.0,2586.649902,2555.350098,2577.5,2556.619141,1523011,45.62970088690244,-4.461335081917696,-2.7847469916355103,-1.6765880902821855
2023-02-13,2560.0,2590.75,2550.0,2581.0,2560.09082,1146525,46.23229940901216,-5.663599109929692,-3.189608815718005,-2.4739902942116867
2023-02-14,2585.0,2602.0,2570.199951,2579.600098,2558.702393,1944364,46.01263599604171,-6.652674515239596,-3.3429473768223277,-3.3097271384172684
2023-02-15,2550.0,2571.800049,2537.0,2548.449951,2527.804443,2009134,41.30928819899941,-9.836689200137243,-5.221569649375979,-4.615119550761264
2023-02-16,2560.0,2561.899902,2522.850098,2527.100098,2506.627686,1982857,38.411226499831336,-13.922310754400314,-7.445752962911239,-6.476557791489075
2023-02-17,2525.0,2546.25,2506.899902,2515.5,2495.121582,1395341,36.89662624684165,-17.890001433616362,-9.13075491370183,-8.759246519914532
2023-02-20,2518.0,2543.0,2508.199951,2511.449951,2491.104248,632091,36.35758966844101,-21.11779716880119,-9.886840519109326,-11.230956649691864
2023-02-21,2528.0,2543.949951,2512.300049,2516.149902,2495.766113,862797,37.49872768529924,-23.031113438033117,-9.440125430673003,-13.590988007360114
2023-02-22,2516.149902,2523.550049,2482.75,2494.050049,2473.845459,885515,34.377360757376906,-26.030638806371826,-9.95172063920937,-16.078918167162456
2023-02-23,2492.0,2515.899902,2480.100098,2490.649902,2470.472656,757215,33.90968480758402,-28.35528563562457,-9.821093974769688,-18.53419166085488
2023-02-24,2492.199951,2511.25,2471.949951,2484.199951,2464.074951,732783,32.992758283721315,-30.367978978935298,-9.467029854464332,-20.900949124470966
2023-02-27,2487.0,2487.0,2456.0,2468.149902,2448.155029,853991,30.763544184137356,-32.8791474276386,-9.582558642534106,-23.296588785104493
2023-02-28,2469.75,2474.350098,2435.649902,2460.649902,2440.71582,1780454,29.75192330121752,-35.07018655493948,-9.418878215867991,-25.65130833907149
2023-03-01,2458.0,2470.0,2448.0,2466.25,2446.270508,967339,31.56159723279241,-35.94042094179986,-8.231290082182689,-27.70913085961717
2023-03-02,2466.25,2470.0,2444.0,2455.350098,2435.458984,827174,29.94464669542081,-37.082158915074615,-7.498422444365957,-29.583736470708658
2023-03-03,2466.0,2489.899902,2455.649902,2471.0,2450.981934,1176008,35.086794215312366,-36.305669031855814,-5.377546048917722,-30.928122982938092
2023-03-06,2481.949951,2498.850098,2475.600098,2484.850098,2464.719971,1214503,39.33099557085575,-34.17871707170616,-2.600475271014453,-31.578241800691707
