Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACDcolumn,MACD_Signal,MACD_Histogram
2022-09-12,106.800003,107.949997,106.5,107.75,104.344383,40838533,,,,
2022-09-13,108.0,108.699997,107.550003,107.75,104.344383,44179394,,,,
2022-09-14,106.300003,110.400002,105.800003,109.150002,105.700134,86379872,,,,
2022-09-15,108.650002,109.0,106.5,107.0,103.618088,62926791,,,,
2022-09-16,106.199997,107.5,105.0,105.699997,102.359169,107967267,,,,
2022-09-19,106.199997,106.199997,103.0,103.099998,99.841347,51146568,,,,
2022-09-20,104.199997,106.349998,104.0,105.800003,102.456017,52140254,,,,
2022-09-21,105.800003,107.199997,104.300003,104.449997,101.148682,46142823,,,,
2022-09-22,104.449997,105.300003,103.5,103.599998,100.325546,61380323,,,,
2022-09-23,106.199997,107.900002,103.75,104.300003,101.003426,109765520,,,,
2022-09-26,104.400002,104.449997,98.5,99.849998,96.694069,101291962,,,,
2022-09-27,101.349998,101.349998,96.5,97.650002,94.563606,104949032,,,,
2022-09-28,96.550003,97.849998,95.0,95.199997,92.19104,71724106,,,,
2022-09-29,97.0,98.25,96.400002,96.849998,93.788895,60884592,,,,
2022-09-30,96.849998,100.400002,95.699997,99.300003,96.161461,66436616,36.35668186301701,,,
2022-10-03,99.599998,99.650002,98.0,98.349998,95.241486,37282313,34.39824564658687,,,
2022-10-04,100.300003,101.5,100.0,101.150002,97.952988,40186702,43.97699927066061,,,
2022-10-06,102.0,103.800003,101.75,103.550003,100.27713,48169310,50.63103361618244,,,
2022-10-07,103.300003,103.5,101.900002,103.300003,100.035034,36080875,49.96530007150153,,,
2022-10-10,102.0,103.5,101.150002,103.199997,99.938187,36641275,49.68387045466143,,,
2022-10-11,103.550003,103.650002,99.800003,100.349998,97.178268,41083734,42.361151151007974,,,
2022-10-12,100.349998,101.199997,99.0,100.550003,97.371948,41357469,42.99610524024818,,,
2022-10-13,101.099998,101.800003,98.800003,100.099998,96.936172,34668093,41.87827217761278,,,
2022-10-14,101.849998,102.800003,99.900002,100.099998,96.936172,32456805,41.87827217761278,,,
2022-10-17,99.75,100.400002,98.099998,99.550003,96.403557,37568783,40.38983443053481,,,
2022-10-18,100.300003,101.0,99.800003,100.650002,97.468788,30722156,44.62865674285144,-1.356069551805021,,
2022-10-19,100.599998,101.25,99.699997,100.050003,96.887756,38764542,42.83924765634318,-1.322328174779571,,
2022-10-20,99.5,101.199997,98.800003,100.900002,97.710892,38091315,46.13428844977032,-1.2130171679957726,,
2022-10-21,100.849998,101.449997,99.349998,100.199997,97.033005,30973997,43.890407147934084,-1.1693919385441092,,
2022-10-24,102.0,102.099998,101.0,101.199997,98.001404,7480281,47.79663935326581,-1.0421141440900215,,
2022-10-25,101.150002,102.5,100.699997,101.199997,98.001404,37163180,47.796639353265796,-0.93051912969905,,
2022-10-27,102.25,104.650002,102.050003,104.199997,100.906578,74349009,57.975782012240295,-0.5931666924445977,,
2022-10-28,104.099998,104.599998,100.800003,101.599998,98.388763,51006232,49.04926821052248,-0.5295068206076792,,
2022-10-31,101.900002,102.150002,100.300003,101.550003,98.340347,38715841,48.893376375407044,-0.4775847920105747,0.4817150315423583,-0.959299823552933
2022-11-01,98.550003,101.449997,98.550003,101.199997,98.001404,69031178,47.74920627654939,-0.4593832847962034,0.3999332310053838,-0.8593165158015872
2022-11-02,101.0,103.0,100.800003,101.25,98.049828,42336049,47.936653021981755,-0.4358988642174779,0.3387341212672874,-0.7746329854847653
2022-11-03,100.75,102.449997,100.0,102.0,98.776123,39110676,50.788346580201775,-0.3527028211518939,0.33754413146629725,-0.6902469526181911
2022-11-04,102.5,105.0,102.199997,104.75,101.439201,70299020,59.539381249297506,-0.0641281113865233,0.5008950729853343,-0.5650231843718576
2022-11-07,105.900002,107.449997,104.599998,106.699997,103.327568,74426059,64.37676691053194,0.3182493063656864,0.7066179925900352,-0.38836868622434884
2022-11-09,107.25,107.550003,105.550003,106.099998,102.746529,38295904,61.92355349966889,0.5663428125092338,0.7637691989868661,-0.19742638647763233
2022-11-10,105.199997,106.0,104.449997,104.699997,101.390778,27864285,56.51214337097529,0.6425830260119199,0.6720075299916417,-0.029424503979721905
2022-11-11,106.25,108.199997,106.25,107.550003,104.150703,77933417,63.5041276130707,0.9223434095138856,0.761414330794886,0.16092907871899959
2022-11-14,108.5,110.0,108.25,108.699997,105.264351,55474425,65.88744135148455,1.222755272263143,0.8494609548353147,0.37329431742782826
2022-11-15,109.0,109.349998,107.199997,108.550003,105.119095,35007427,65.28856442311047,1.4322208254454694,0.8471412064141128,0.5850796190313565
2022-11-16,108.449997,108.800003,105.199997,106.550003,103.182312,40404167,57.75093546778953,1.4204662494436349,0.6683093043298227,0.7521569451138121
2022-11-17,105.900002,106.800003,104.5,105.849998,102.504433,32894825,55.34262103050691,1.3392283195340013,0.4696570995361513,0.86957121999785
2022-11-18,105.849998,106.300003,104.699997,105.5,102.165497,28992538,54.127221665551716,1.2323984391827594,0.2902617753479275,0.9421366638348319
2022-11-21,107.699997,107.699997,103.849998,104.25,100.955002,58404309,49.91134686735354,1.034940288603508,0.07424289981494081,0.9606973887885671
2022-11-22,104.400002,105.400002,103.550003,105.199997,101.874977,27846186,52.91306101699802,0.9442256545188457,-0.01317738741577723,0.9574030419346229
2022-11-23,105.699997,106.0,104.949997,105.449997,102.117073,22809651,53.699416467459265,0.8823355491303744,-0.060053994243398856,0.9423895433737732
2022-11-24,105.849998,105.949997,104.599998,105.5,102.165497,23737867,53.86536989299949,0.8277798876535911,-0.09168772457614582,0.9194676122297369
2022-11-25,105.599998,106.5,105.099998,106.199997,102.843369,27361785,56.230505718169354,0.8314436755261596,-0.07041914936286187,0.9018628248890215
2022-11-28,106.0,106.400002,104.5,104.900002,101.584465,33516118,51.001248137054624,0.7211357181553524,-0.14458168538693528,0.8657174035422877
2022-11-29,105.0,107.650002,104.949997,106.099998,102.746529,40661568,55.147690696622874,0.7222202106066362,-0.11479775434852113,0.8370179649551573
2022-11-30,106.099998,107.949997,105.900002,107.650002,104.247543,61142050,59.87139206933386,0.8384864971641264,0.0011748257671752027,0.8373116713969512
2022-12-01,108.699997,111.300003,108.0,110.75,107.249557,91702642,67.29096120255079,1.1673162031887898,0.2640036254334708,0.903312577755319
2022-12-02,110.800003,112.5,110.150002,112.0,108.460052,70541914,69.72196460476744,1.5113586657074052,0.4864368703616688,1.0249217953457364
2022-12-05,113.300003,116.099998,112.650002,115.849998,112.188362,96441799,75.70995702741159,2.0708064905785903,0.836707756186283,1.2340987343923073
2022-12-06,115.349998,115.349998,112.25,112.949997,109.38002,50581245,65.24322101687751,2.254182268006673,0.8160668268914923,1.4381154411151806
2022-12-07,113.400002,113.5,110.849998,111.199997,107.685333,39494279,59.86480459113702,2.2325629224815913,0.6355579850931286,1.5970049373884627
2022-12-08,111.75,113.0,110.800003,111.849998,108.314789,32416724,61.14600014978645,2.242034307925124,0.5160234964293289,1.726010811495795
2022-12-09,112.800003,113.75,109.699997,110.449997,106.959038,35665257,56.930636135267285,2.1122236690797394,0.3089702860671555,1.8032533830125839
2022-12-12,110.199997,112.099998,108.699997,111.699997,108.169533,37082389,59.60812338999678,2.086164351818198,0.2263287750444909,1.859835576773707
2022-12-13,112.550003,112.849998,110.800003,111.199997,107.685333,32264080,58.053476152916964,2.00208751519655,0.11380155073827414,1.8882859644582757
2022-12-14,111.599998,113.199997,111.099998,113.050003,109.476868,38606984,62.002331091110484,2.060978363824077,0.1381539194926409,1.9228244443314362
2022-12-15,112.650002,113.449997,110.699997,110.949997,107.443237,34361613,55.60338413126308,1.9161091385171574,-0.005372244651423053,1.9214813831685804
2022-12-16,110.349998,112.099998,109.449997,111.050003,107.540085,34736665,55.837132164223156,1.7887492937494471,-0.10618567153530689,1.894934965284754
2022-12-19,111.050003,112.099998,110.800003,111.800003,108.26638,17297590,57.638447934046695,1.7284103920795815,-0.1332196585641381,1.8616300506437196
2022-12-20,111.150002,111.5,109.0,110.949997,107.443237,34836506,54.90512539591638,1.5936325928558546,-0.21439796623029217,1.8080305590861467
2022-12-21,111.800003,112.0,108.699997,109.400002,105.94223,32303565,50.227621018127266,1.3462300710383346,-0.3694403904382497,1.7156704614765843
2022-12-22,110.0,110.599998,106.349998,107.650002,104.247543,39639329,45.513172881346414,0.9974533935911012,-0.5745736543083866,1.5720270478994878
